,feature,dataset
844,can_be_used_to_prick_with,artifacts_only
845,can_be_used_to_put_something_in,artifacts_only
846,can_be_used_to_sharpen_knives,artifacts_only
847,can_be_used_to_sweep,artifacts_only
848,can_be_used_to_threaten_somebody,artifacts_only
849,can_be_worn_as_ornament,artifacts_only
850,can_be_worn_underneath_other_clothes,artifacts_only
851,can_be_written_on,artifacts_only
852,can_be_written_on_with_chalk,artifacts_only
853,can_become_dirty,artifacts_only
854,can_break,artifacts_only
855,can_break.1,artifacts_only
856,can_break_stuff_open,artifacts_only
857,can_burn_something_in_cooking,artifacts_only
858,can_burn_you,artifacts_only
859,can_crash,artifacts_only
860,can_cut_you,artifacts_only
861,can_defrost_food,artifacts_only
862,can_drive_on_rough_roads,artifacts_only
863,can_explode,artifacts_only
864,can_get_rusty,artifacts_only
865,can_go_in_dishwasher,artifacts_only
866,can_go_into_the_washing-machine,artifacts_only
867,can_grill_two_sandwiches_at_once,artifacts_only
868,can_harm,artifacts_only
869,can_have_a_container_,artifacts_only
870,can_have_cymbals,artifacts_only
871,can_have_sequins,artifacts_only
872,can_hold_water,artifacts_only
873,can_hurt,artifacts_only
874,can_hurt_you,artifacts_only
875,can_injure,artifacts_only
876,can_mimic_different_instruments,artifacts_only
877,can_produce_different_tones_at_once,artifacts_only
878,can_produce_steam,artifacts_only
879,can_save_lifes,artifacts_only
880,can_sink,artifacts_only
881,can_slide,artifacts_only
882,can_sound_out_of_tune,artifacts_only
883,can_stand_in_queue,artifacts_only
884,can_work_as_defence,artifacts_only
885,can't_be_worn_in_the_church,artifacts_only
886,causes_accidents,artifacts_only
887,causes_explosion,artifacts_only
888,causes_traffic_jams,artifacts_only
889,checkered,artifacts_only
890,classical_instrument,artifacts_only
891,classical_music,artifacts_only
892,clips_together,artifacts_only
893,closes_with_cork,artifacts_only
894,comes_in_different_brands_and_models,artifacts_only
895,comes_in_different_lengths,artifacts_only
896,comes_in_different_patterns,artifacts_only
897,comes_in_different_prints,artifacts_only
898,comes_in_very_handy,artifacts_only
899,comes_in_very_handy_when_trying_to_avoid_a_traffic_jam,artifacts_only
900,consists_of_a_shirt,artifacts_only
901,consists_of_a_vest,artifacts_only
902,consists_of_different_parts,artifacts_only
903,consists_of_pants_and_sweater,artifacts_only
904,consists_of_two_parts,artifacts_only
905,constitutes_a_whole,artifacts_only
906,contains_a_beverage,artifacts_only
907,contains_bullets,artifacts_only
908,contains_different_curved_bars,artifacts_only
909,contains_liquid,artifacts_only
910,contains_rice,artifacts_only
911,costs_a_lot_of_money,artifacts_only
912,costs_money,artifacts_only
913,could_be_an_animal,artifacts_only
914,creates_a_good_atmosphere,artifacts_only
915,damages_delicate_surfaces,artifacts_only
916,decorated_with_feathers,artifacts_only
917,destroys,artifacts_only
918,does_not_melt_in_high_temperature,artifacts_only
919,does_not_produce_sound,artifacts_only
920,does_not_weigh_much,artifacts_only
921,does_up_at_the_back,artifacts_only
922,don't_have_openings_between_fingers,artifacts_only
923,drawn_by_a_tractor,artifacts_only
924,driven_by_1_person,artifacts_only
925,driven_by_a_coachman,artifacts_only
926,driven_by_a_troley_driver,artifacts_only
927,driven_by_a_truck_driver,artifacts_only
928,driven_by_an_engine_driver,artifacts_only
929,drivers_licence_not_required,artifacts_only
930,drives_above_the_ground,artifacts_only
931,drives_on_a_highway,artifacts_only
932,drives_on_a_road,artifacts_only
933,drives_on_fields,artifacts_only
934,drives_on_land,artifacts_only
935,drives_under_ground,artifacts_only
936,een_example_is_the_piccolo,artifacts_only
937,emits_fire_at_the_bottom,artifacts_only
938,emits_smoke,artifacts_only
939,especially_played_by_older_people,artifacts_only
940,especially_used_by_boys,artifacts_only
941,especially_used_by_women,artifacts_only
942,especially_used_for_vegetables,artifacts_only
943,especially_used_with_nice_weather,artifacts_only
944,everybody_has_it,artifacts_only
945,exists_in_different_brands,artifacts_only
946,exists_in_different_colors,artifacts_only
947,exists_in_different_colors_and_different_forms,artifacts_only
948,exists_in_different_forms,artifacts_only
949,exists_in_different_kinds,artifacts_only
950,exists_in_different_lengths,artifacts_only
951,exists_in_different_materials,artifacts_only
952,exists_in_different_measurements,artifacts_only
953,exists_in_different_sizes,artifacts_only
954,exists_in_different_sizes.1,artifacts_only
955,exists_in_different_thicknesses,artifacts_only
956,exists_in_different_tube_lengths,artifacts_only
957,exists_in_different_types,artifacts_only
958,exists_in_pairs,artifacts_only
959,facilitates_removal_of_wallpaper,artifacts_only
960,featured_in_a_brass_band,artifacts_only
961,featured_in_a_Luc_Steeno_song,artifacts_only
962,featured_in_an_orchestra,artifacts_only
963,featured_in_Cinderella,artifacts_only
964,featured_in_Tintin,artifacts_only
965,feels_rough,artifacts_only
966,fires_torpedos,artifacts_only
967,flies,artifacts_only
968,flies_high_in_the_sky,artifacts_only
969,flies_in_the_sky,artifacts_only
970,flies_low,artifacts_only
971,floats,artifacts_only
972,for_fancy_occasions,artifacts_only
973,for_sale_in_a_music_shop,artifacts_only
974,forces_locks,artifacts_only
975,found_in_a_tool_box,artifacts_only
976,gets_warm,artifacts_only
977,gives_a_businesslike_impression,artifacts_only
978,gives_a_nasty_sound,artifacts_only
979,gives_a_recoil,artifacts_only
980,gives_warmth,artifacts_only
981,goes_down_to_great_depth,artifacts_only
982,goes_fast,artifacts_only
983,goes_slow,artifacts_only
984,hangs_around_the_neck/shoulders,artifacts_only
985,hangs_from_a_rope,artifacts_only
986,Harley_Davidson_is_a_brand,artifacts_only
987,has_(trousers)legs,artifacts_only
988,has_2_or_4_wheels,artifacts_only
989,has_2_wheels,artifacts_only
990,has_4_wheels,artifacts_only
991,has_4x4_drive,artifacts_only
992,has_a_bag,artifacts_only
993,has_a_bag_of_air,artifacts_only
994,has_a_barrel,artifacts_only
995,has_a_basket,artifacts_only
996,has_a_bed,artifacts_only
997,has_a_bell,artifacts_only
998,has_a_blade,artifacts_only
999,has_a_brake,artifacts_only
1000,has_a_brake_in_the_back,artifacts_only
1001,has_a_buckle,artifacts_only
1002,has_a_burner,artifacts_only
1003,has_a_button,artifacts_only
1004,has_a_cabin,artifacts_only
1005,has_a_cap,artifacts_only
1006,has_a_cap.1,artifacts_only
1007,has_a_clear_sound,artifacts_only
1008,has_a_clock,artifacts_only
1009,has_a_collar,artifacts_only
1010,has_a_complex_shape,artifacts_only
1011,has_a_conductor,artifacts_only
1012,has_a_cooker_hood,artifacts_only
1013,has_a_cross_or_flat_shape,artifacts_only
1014,has_a_dark_color,artifacts_only
1015,has_a_dead_corner,artifacts_only
1016,has_a_deep_sound,artifacts_only
1017,has_a_driver,artifacts_only
1018,has_a_dull_sound,artifacts_only
1019,has_a_filter,artifacts_only
1020,has_a_freezing_compartment,artifacts_only
1021,has_a_fuse/taper,artifacts_only
1022,has_a_griddle,artifacts_only
1023,has_a_grillfunction,artifacts_only
1024,has_a_grip,artifacts_only
1025,has_a_grip_made_of_plastic,artifacts_only
1026,has_a_grip_made_of_wood,artifacts_only
1027,has_a_handle,artifacts_only
1028,has_a_heavy_engine,artifacts_only
1029,has_a_helm,artifacts_only
1030,has_a_hole,artifacts_only
1031,has_a_hose,artifacts_only
1032,has_a_keyboard,artifacts_only
1033,has_a_khaki_colour,artifacts_only
1034,has_a_kitchen,artifacts_only
1035,has_a_label,artifacts_only
1036,has_a_lid,artifacts_only
1037,has_a_lid.1,artifacts_only
1038,has_a_little_air_bubble,artifacts_only
1039,has_a_little_door,artifacts_only
1040,has_a_little_lamp,artifacts_only
1041,has_a_loading_space,artifacts_only
1042,has_a_looking_window,artifacts_only
1043,has_a_matching_bonnet,artifacts_only
1044,has_a_metal_blade,artifacts_only
1045,has_a_metal_head,artifacts_only
1046,has_a_metallic_color,artifacts_only
1047,has_a_motor,artifacts_only
1048,has_a_mouthpiece,artifacts_only
1049,has_a_neck,artifacts_only
1050,has_a_negative_connotation,artifacts_only
1051,has_a_nozzle,artifacts_only
1052,has_a_periscope,artifacts_only
1053,has_a_pin,artifacts_only
1054,has_a_place_to_sleep,artifacts_only
1055,has_a_plain_color,artifacts_only
1056,has_a_plug,artifacts_only
1057,has_a_point,artifacts_only
1058,has_a_problem_of_scale,artifacts_only
1059,has_a_propellor,artifacts_only
1060,has_a_roof_or_no_roof,artifacts_only
1061,has_a_saddle,artifacts_only
1062,has_a_sail,artifacts_only
1063,has_a_sharp_edge,artifacts_only
1064,has_a_sharp_point,artifacts_only
1065,has_a_shrill_sound,artifacts_only
1066,has_a_skin,artifacts_only
1067,has_a_sliding_door,artifacts_only
1068,has_a_smoking_and_non-smoking_space,artifacts_only
1069,has_a_soft_sound,artifacts_only
1070,has_a_sound_bell,artifacts_only
1071,has_a_sound_box_,artifacts_only
1072,has_a_spare_wheel_in_the_back,artifacts_only
1073,has_a_speed_restriction,artifacts_only
1074,has_a_spike_at_its_base,artifacts_only
1075,has_a_steering_wheel,artifacts_only
1076,has_a_stick,artifacts_only
1077,has_a_straw,artifacts_only
1078,has_a_striking_color,artifacts_only
1079,has_a_tachometer,artifacts_only
1080,has_a_'TAXI'_plate_on_car,artifacts_only
1081,has_a_temperature_switch,artifacts_only
1082,has_a_timer,artifacts_only
1083,has_a_trailer,artifacts_only
1084,has_a_trigger,artifacts_only
1085,has_a_turning_button,artifacts_only
1086,has_a_turtleneck,artifacts_only
1087,has_a_V-neck,artifacts_only
1088,has_a_warm_sound,artifacts_only
1089,has_a_wicker_basket,artifacts_only
1090,has_a_wire,artifacts_only
1091,has_a_wire.1,artifacts_only
1092,has_a_wooden_handle,artifacts_only
1093,has_a_Y-shape,artifacts_only
1094,has_a_zipper,artifacts_only
1095,has_an_anchor,artifacts_only
1096,has_an_elastic_rubber,artifacts_only
1097,has_an_indicator,artifacts_only
1098,has_an_on/off_switch,artifacts_only
1099,has_an_oven_most_of_the_time,artifacts_only
1100,has_at_least_4_wheels,artifacts_only
1101,has_automatic_doors,artifacts_only
1102,has_bags,artifacts_only
1103,has_baking_trays,artifacts_only
1104,has_been_existing_for_a_long_time,artifacts_only
1105,has_Belgian_inventor,artifacts_only
1106,has_big_tires,artifacts_only
1107,has_big_wheeles,artifacts_only
1108,has_black_and_white_keys,artifacts_only
1109,has_black_keys,artifacts_only
1110,has_bright_colors,artifacts_only
1111,has_buttons,artifacts_only
1112,has_buttons.1,artifacts_only
1113,has_canonballs,artifacts_only
1114,has_caterpillar_treads,artifacts_only
1115,has_different_additional_parts,artifacts_only
1116,has_different_bits_(drilling),artifacts_only
1117,has_different_compartments,artifacts_only
1118,has_different_lengths,artifacts_only
1119,has_different_patterns,artifacts_only
1120,has_different_patterns.1,artifacts_only
1121,has_different_positions,artifacts_only
1122,has_doors,artifacts_only
1123,has_drums,artifacts_only
1124,has_electrical_wiring_on_the_top,artifacts_only
1125,has_first_and_second_class,artifacts_only
1126,has_floral_design,artifacts_only
1127,has_gears,artifacts_only
1128,has_gone_through_a_technological_revolution,artifacts_only
1129,has_great_power,artifacts_only
1130,has_hairs,artifacts_only
1131,has_holes,artifacts_only
1132,has_iron_on_the_bottom,artifacts_only
1133,has_knifes,artifacts_only
1134,has_laces,artifacts_only
1135,has_lights,artifacts_only
1136,has_little_bells_all_round,artifacts_only
1137,has_long_(trousers)legs,artifacts_only
1138,has_long_sleeves,artifacts_only
1139,has_many_buttons,artifacts_only
1140,has_matching_briefs,artifacts_only
1141,has_matching_gloves,artifacts_only
1142,has_nice_figures_on_it,artifacts_only
1143,has_no_engine,artifacts_only
1144,has_no_roof,artifacts_only
1145,has_no_smell,artifacts_only
1146,has_no_taste,artifacts_only
1147,has_non-stick_coating,artifacts_only
1148,has_pants_as_component,artifacts_only
1149,has_patterns,artifacts_only
1150,has_pedals,artifacts_only
1151,has_poles_to_hold_on_to,artifacts_only
1152,has_priority_(right_of_way)_in_traffic,artifacts_only
1153,has_ribbons,artifacts_only
1154,has_ribbons.1,artifacts_only
1155,has_sandbags,artifacts_only
1156,has_seats,artifacts_only
1157,has_short_(trousers)legs,artifacts_only
1158,has_short_sleeves,artifacts_only
1159,has_sleeves,artifacts_only
1160,has_small_wheels,artifacts_only
1161,has_small_windows,artifacts_only
1162,has_smell_of_gasoline,artifacts_only
1163,has_snares,artifacts_only
1164,has_stinking_fumes,artifacts_only
1165,has_straps,artifacts_only
1166,has_suspenders,artifacts_only
1167,has_the_name_of_a_company_printed_on_it,artifacts_only
1168,has_thick_tires,artifacts_only
1169,has_tires,artifacts_only
1170,has_to_be_preheated,artifacts_only
1171,has_to_be_put_in_socket,artifacts_only
1172,has_to_be_put_on_your_shoulder,artifacts_only
1173,has_to_be_replaced_on_a_daily_basis,artifacts_only
1174,has_to_be_sharpened_sometimes,artifacts_only
1175,has_to_be_tuned,artifacts_only
1176,has_to_be_washed_after_use,artifacts_only
1177,has_to_do_with_fire,artifacts_only
1178,has_to_do_with_nails,artifacts_only
1179,has_to_do_with_trees,artifacts_only
1180,has_to_do_with_walls,artifacts_only
1181,has_to_do_with_wood,artifacts_only
1182,has_tuning_forks,artifacts_only
1183,has_two_(trousers)legs,artifacts_only
1184,has_two_handles,artifacts_only
1185,has_two_keyboards,artifacts_only
1186,has_two_legs,artifacts_only
1187,has_two_openings_to_put_your_fingers_in,artifacts_only
1188,has_two_sleeves,artifacts_only
1189,has_two_slots,artifacts_only
1190,has_two_straps,artifacts_only
1191,has_wagons,artifacts_only
1192,has_wheels,artifacts_only
1193,has_white_keys,artifacts_only
1194,has_windows,artifacts_only
1195,hasn't_been_existing_for_such_a_long_time,artifacts_only
1196,have_a_sole,artifacts_only
1197,have_heels,artifacts_only
1198,hits_persons_(while_driving),artifacts_only
1199,hung_on_hallstand,artifacts_only
1200,I_never_use_it,artifacts_only
1201,implement/tool,artifacts_only
1202,in_in_style,artifacts_only
1203,indicates_the_rhythm,artifacts_only
1204,invented_by_Adolphe_Sax,artifacts_only
1205,is_a_basic_tool,artifacts_only
1206,is_a_board,artifacts_only
1207,is_a_board_on_wheels,artifacts_only
1208,is_a_boat,artifacts_only
1209,is_a_brass_player,artifacts_only
1210,is_a_car,artifacts_only
1211,is_a_car.1,artifacts_only
1212,is_a_collector's_item,artifacts_only
1213,is_a_constellation,artifacts_only
1214,is_a_difficult_instrument,artifacts_only
1215,is_a_garment,artifacts_only
1216,is_a_gun,artifacts_only
1217,is_a_handtool,artifacts_only
1218,is_a_home_appliance,artifacts_only
1219,is_a_house_on_wheels,artifacts_only
1220,is_a_kind_of_public_transport,artifacts_only
1221,is_a_knife,artifacts_only
1222,is_a_lever,artifacts_only
1223,is_a_little_house,artifacts_only
1224,is_a_long_rod,artifacts_only
1225,is_a_lorry,artifacts_only
1226,is_a_luxury_article,artifacts_only
1227,is_a_machine,artifacts_only
1228,is_a_machine.1,artifacts_only
1229,is_a_material,artifacts_only
1230,is_a_means_of_power,artifacts_only
1231,is_a_means_of_transport_,artifacts_only
1232,is_a_means_of_transportation,artifacts_only
1233,is_a_measuring_instrument,artifacts_only
1234,is_a_motorized_bicycle,artifacts_only
1235,is_a_musical_instrument,artifacts_only
1236,is_a_pair_of_trousers,artifacts_only
1237,is_a_percussion_instrument,artifacts_only
1238,is_a_piece_of_equipment,artifacts_only
1239,is_a_piece_of_music,artifacts_only
1240,is_a_popular_instrument,artifacts_only
1241,is_a_safety_belt_for_in_a_car,artifacts_only
1242,is_a_sort_of_pan,artifacts_only
1243,is_a_sort_of_piano,artifacts_only
1244,is_a_sort_of_violin,artifacts_only
1245,is_a_string_instrument,artifacts_only
1246,is_a_string_instrument_with_a_bow,artifacts_only
1247,is_a_synonym_for_horse-sleigh,artifacts_only
1248,is_a_technological_tour_de_force,artifacts_only
1249,is_a_television_programme,artifacts_only
1250,is_a_tool,artifacts_only
1251,is_a_toy,artifacts_only
1252,is_a_vehicle,artifacts_only
1253,is_a_verhicle_on_water,artifacts_only
1254,is_a_Western_utensil,artifacts_only
1255,is_a_wind_instrument,artifacts_only
1256,is_a_wind_instrument.1,artifacts_only
1257,is_a_woodwinds,artifacts_only
1258,is_agressive,artifacts_only
1259,is_airy,artifacts_only
1260,is_also_available_as_a_mower_you_can_sit_upon,artifacts_only
1261,is_always_part_of_a_band,artifacts_only
1262,is_an_agressive_person,artifacts_only
1263,is_an_English_word,artifacts_only
1264,is_an_instrument_of_the_Greek_god_Pan,artifacts_only
1265,is_an_object,artifacts_only
1266,is_an_old_instrument,artifacts_only
1267,is_asian,artifacts_only
1268,is_available_for_each_price_range,artifacts_only
1269,is_awkward,artifacts_only
1270,is_beam-shaped,artifacts_only
1271,is_bent,artifacts_only
1272,is_big_and_heavy,artifacts_only
1273,is_big_or_small,artifacts_only
1274,is_bigger_than_a_car,artifacts_only
1275,is_bloody,artifacts_only
1276,is_blown__,artifacts_only
1277,is_blown_away_by_the_wind,artifacts_only
1278,is_blue-grey,artifacts_only
1279,is_braided,artifacts_only
1280,is_busy,artifacts_only
1281,is_carried_by_the_Seven_Dwarfs,artifacts_only
1282,is_cheap,artifacts_only
1283,is_chic,artifacts_only
1284,is_clothing,artifacts_only
1285,is_cold,artifacts_only
1286,is_colourful,artifacts_only
1287,is_comfortable,artifacts_only
1288,is_comfortable.1,artifacts_only
1289,is_cool,artifacts_only
1290,is_crockery,artifacts_only
1291,is_curved,artifacts_only
1292,is_cylindrical,artifacts_only
1293,is_dangerous_for_children,artifacts_only
1294,is_dangerous_for_the_fingers,artifacts_only
1295,is_dangerous_in_traffic,artifacts_only
1296,is_deep,artifacts_only
1297,is_derived_from_a__verb,artifacts_only
1298,is_dirty,artifacts_only
1299,is_drawn_by_dogs,artifacts_only
1300,is_drawn_by_horses,artifacts_only
1301,is_drawn_by_reindeer,artifacts_only
1302,is_driven_in_by_a_hammer,artifacts_only
1303,is_durable,artifacts_only
1304,is_easy,artifacts_only
1305,is_easy_to_play,artifacts_only
1306,is_easy_to_wash,artifacts_only
1307,is_easy_to_work_with,artifacts_only
1308,is_efficient,artifacts_only
1309,is_environmentally_friendly,artifacts_only
1310,is_fairly_unknown,artifacts_only
1311,is_fashionable,artifacts_only
1312,is_faster_than_a_bycicle,artifacts_only
1313,is_feminine,artifacts_only
1314,is_filled_with_hot_air,artifacts_only
1315,is_firm,artifacts_only
1316,is_flat_in_the_front,artifacts_only
1317,is_for_1_person,artifacts_only
1318,is_for_2_people,artifacts_only
1319,"is_for_a_bike,_car,_etc.",artifacts_only
1320,is_for_all_ages,artifacts_only
1321,is_for_at_least_1_person,artifacts_only
1322,is_for_dignified_occasions,artifacts_only
1323,is_for_few_persons,artifacts_only
1324,is_for_fun,artifacts_only
1325,is_for_multiple_persons,artifacts_only
1326,is_for_sturdy_guys,artifacts_only
1327,is_forbidden,artifacts_only
1328,is_found_in_a_boat,artifacts_only
1329,is_found_in_a_museum,artifacts_only
1330,is_found_in_a_workplace,artifacts_only
1331,is_fragile,artifacts_only
1332,is_from_the_stone_age,artifacts_only
1333,is_fun_,artifacts_only
1334,is_fun_to_wear,artifacts_only
1335,is_functional,artifacts_only
1336,is_given_a_present,artifacts_only
1337,is_golden,artifacts_only
1338,is_gracefull,artifacts_only
1339,is_half_a_circle,artifacts_only
1340,is_handy_for_prisoners,artifacts_only
1341,is_handy_to_transport,artifacts_only
1342,is_hard,artifacts_only
1343,is_hard_to_drive,artifacts_only
1344,is_hard_to_iron,artifacts_only
1345,is_hard_to_learn_to_use_it,artifacts_only
1346,is_hard_to_wash,artifacts_only
1347,is_hard_to_work_with,artifacts_only
1348,is_heat_resistant,artifacts_only
1349,is_heavy,artifacts_only
1350,is_hollow,artifacts_only
1351,is_horizontal,artifacts_only
1352,is_hygienic,artifacts_only
1353,is_illegal,artifacts_only
1354,is_invented_by_man,artifacts_only
1355,is_invented_in_England,artifacts_only
1356,is_ironed,artifacts_only
1357,is_knit_by_your_grandma,artifacts_only
1358,is_knitted,artifacts_only
1359,is_launched,artifacts_only
1360,is_lifeless,artifacts_only
1361,is_lingerie,artifacts_only
1362,is_loaded,artifacts_only
1363,is_long_and_narrow,artifacts_only
1364,is_loose,artifacts_only
1365,is_loud,artifacts_only
1366,is_made_from_a_tree,artifacts_only
1367,is_made_in_a_factory,artifacts_only
1368,is_made_in_a_light_fabric,artifacts_only
1369,is_made_of_a_branch,artifacts_only
1370,is_made_of_bamboo,artifacts_only
1371,is_made_of_china,artifacts_only
1372,is_made_of_clay,artifacts_only
1373,is_made_of_copper,artifacts_only
1374,is_made_of_cotton,artifacts_only
1375,is_made_of_elastic_fabric,artifacts_only
1376,is_made_of_fabric,artifacts_only
1377,is_made_of_felt,artifacts_only
1378,is_made_of_glass,artifacts_only
1379,is_made_of_iron,artifacts_only
1380,is_made_of_jeans,artifacts_only
1381,is_made_of_leather,artifacts_only
1382,is_made_of_pottery,artifacts_only
1383,is_made_of_rubber,artifacts_only
1384,is_made_of_sand,artifacts_only
1385,is_made_of_silk,artifacts_only
1386,is_made_of_steel,artifacts_only
1387,is_made_of_textile,artifacts_only
1388,is_made_of_wood_or_metal,artifacts_only
1389,is_made_of_wool,artifacts_only
1390,is_manned,artifacts_only
1391,is_many_women's_nightmare,artifacts_only
1392,is_mediaeval,artifacts_only
1393,is_melodious,artifacts_only
1394,is_Mexican,artifacts_only
1395,is_modern,artifacts_only
1396,is_multifunctional,artifacts_only
1397,is_narrow,artifacts_only
1398,is_needed_to_weigh_ingredients,artifacts_only
1399,is_not_easy_to_come_by,artifacts_only
1400,is_not_edible,artifacts_only
1401,is_not_for_children,artifacts_only
1402,is_not_popular_among_many_people,artifacts_only
1403,is_not_sexy,artifacts_only
1404,is_not_waterproof,artifacts_only
1405,is_not_worn_in_the_summer,artifacts_only
1406,is_odourless,artifacts_only
1407,is_of_American_origin,artifacts_only
1408,is_often_belated,artifacts_only
1409,is_often_decorative,artifacts_only
1410,is_often_hot_inside,artifacts_only
1411,is_often_indispensable,artifacts_only
1412,is_old-fashioned,artifacts_only
1413,is_out_of_fashion,artifacts_only
1414,is_oval,artifacts_only
1415,is_painted,artifacts_only
1416,is_part_of_a_company,artifacts_only
1417,is_part_of_a_drumset,artifacts_only
1418,is_part_of_percussion,artifacts_only
1419,is_part_of_the_cutlery,artifacts_only
1420,is_part_of_the_ear,artifacts_only
1421,is_part_of_the_turtle,artifacts_only
1422,is_played_by_a_drummer,artifacts_only
1423,is_played_by_an_organist,artifacts_only
1424,is_played_during_concerts,artifacts_only
1425,is_played_while_sitting,artifacts_only
1426,is_played_while_standing,artifacts_only
1427,is_played_with_a_plectrum,artifacts_only
1428,is_pleasant,artifacts_only
1429,is_pleasant.1,artifacts_only
1430,is_pliable,artifacts_only
1431,is_polluting,artifacts_only
1432,is_popular__,artifacts_only
1433,is_popular_in_the_Netherlands,artifacts_only
1434,is_powerful,artifacts_only
1435,is_primitive,artifacts_only
1436,is_put_in_the_mouth,artifacts_only
1437,is_put_on_the_fire,artifacts_only
1438,is_rectangular,artifacts_only
1439,is_refreshing_in_the_summer,artifacts_only
1440,is_related_to_a_guitar,artifacts_only
1441,is_related_to_the_violin,artifacts_only
1442,is_relaxing,artifacts_only
1443,is_romantic,artifacts_only
1444,is_sexy,artifacts_only
1445,is_sharp,artifacts_only
1446,is_short,artifacts_only
1447,is_silver-coloured,artifacts_only
1448,is_slower_than_a_car,artifacts_only
1449,is_smaller_than_a_lorry,artifacts_only
1450,is_smaller_than_a_soup_spoon,artifacts_only
1451,is_soft,artifacts_only
1452,is_sold_in_a_hardware_store,artifacts_only
1453,is_sold_in_Brico_(particular_hardware_store),artifacts_only
1454,is_sometimes_made_of_cork,artifacts_only
1455,is_southern,artifacts_only
1456,is_spherical,artifacts_only
1457,is_square,artifacts_only
1458,is_stainless,artifacts_only
1459,is_stored_in_a_box,artifacts_only
1460,is_straight,artifacts_only
1461,is_striped,artifacts_only
1462,is_synthetic,artifacts_only
1463,is_tall,artifacts_only
1464,is_thick,artifacts_only
1465,is_thin,artifacts_only
1466,is_thrown,artifacts_only
1467,is_tight,artifacts_only
1468,is_tight_around_the_body,artifacts_only
1469,is_tiring_to_use,artifacts_only
1470,is_to_be_used_outside,artifacts_only
1471,is_transparent,artifacts_only
1472,is_triangular,artifacts_only
1473,is_trimmed_with_lace,artifacts_only
1474,is_trown_away,artifacts_only
1475,is_underwear,artifacts_only
1476,is_unwieldy,artifacts_only
1477,is_used_in_combination_with_other_instruments,artifacts_only
1478,is_used_to_beat_on,artifacts_only
1479,is_used_to_beat_with,artifacts_only
1480,is_used_to_box,artifacts_only
1481,is_used_to_chafe,artifacts_only
1482,is_used_to_chop_wood,artifacts_only
1483,is_used_to_cover_yourself,artifacts_only
1484,is_used_to_cut,artifacts_only
1485,is_used_to_cut_things_in_two,artifacts_only
1486,is_used_to_drive,artifacts_only
1487,is_used_to_fill_up_holes,artifacts_only
1488,is_used_to_grind_things,artifacts_only
1489,is_used_to_hang_something_on,artifacts_only
1490,is_used_to_hang_things_on_the_wall,artifacts_only
1491,is_used_to_keep_up_your_pants,artifacts_only
1492,is_used_to_keep_you_warm,artifacts_only
1493,is_used_to_keep_your_hands_warm,artifacts_only
1494,is_used_to_make_a_(tree)_cabin,artifacts_only
1495,is_used_to_mow_the_grass,artifacts_only
1496,is_used_to_plough_the_land,artifacts_only
1497,is_used_to_protect_you,artifacts_only
1498,is_used_to_shoot,artifacts_only
1499,is_used_to_spread_(butter_bread),artifacts_only
1500,is_used_to_support_the_breasts,artifacts_only
1501,is_useful,artifacts_only
1502,is_useful_in_a_forest,artifacts_only
1503,is_violent,artifacts_only
1504,is_warm,artifacts_only
1505,is_warm_in_winter,artifacts_only
1506,is_waterproof,artifacts_only
1507,is_wide,artifacts_only
1508,is_worn_around_the_shoulders,artifacts_only
1509,is_worn_around_your_neck,artifacts_only
1510,is_worn_at_night,artifacts_only
1511,is_worn_at_special_occasions,artifacts_only
1512,is_worn_by_cowboys,artifacts_only
1513,is_worn_by_sportsmen,artifacts_only
1514,is_worn_during_the_summer,artifacts_only
1515,is_worn_during_the_winter,artifacts_only
1516,is_worn_every_day,artifacts_only
1517,is_worn_if_it's_cold,artifacts_only
1518,is_worn_if_it's_warm,artifacts_only
1519,is_worn_on_the_upper_part_of_your_body,artifacts_only
1520,is_worn_on_top_of_a_T-shirt,artifacts_only
1521,is_worn_on_your_feet,artifacts_only
1522,is_worn_on_your_hands,artifacts_only
1523,is_worn_on_your_head,artifacts_only
1524,is_worn_on_your_legs,artifacts_only
1525,is_worn_to_go_for_a_run,artifacts_only
1526,is_worn_to_go_skiing,artifacts_only
1527,is_worn_to_sleep,artifacts_only
1528,is_worn_to_swim,artifacts_only
1529,is_worn_to_work,artifacts_only
1530,is_worn_under_a_skirt,artifacts_only
1531,is_worn_under_a_sweater,artifacts_only
1532,is_worn_with_a_suit,artifacts_only
1533,is_yellow,artifacts_only
1534,it_has_screws_in_it,artifacts_only
1535,it_is_absorbent,artifacts_only
1536,its_vibrations_produce_sounds,artifacts_only
1537,Jo_with_the_banjo,artifacts_only
1538,keeps_your_feet_warm,artifacts_only
1539,keeps_your_head_warm,artifacts_only
1540,lasts_long,artifacts_only
1541,leaves_from_airport,artifacts_only
1542,leaves_wood_shavings,artifacts_only
1543,lies_in_a_drawer,artifacts_only
1544,lies_in_a_garden_house,artifacts_only
1545,lies_in_the_cupboard,artifacts_only
1546,lies_left_to_plate,artifacts_only
1547,lies_next_to_plate,artifacts_only
1548,lies_on_a_roof,artifacts_only
1549,lived_in_by_gipsies,artifacts_only
1550,located_under_a_glass,artifacts_only
1551,looks_sportive,artifacts_only
1552,looks_tough,artifacts_only
1553,made_of_fibres,artifacts_only
1554,made_of_metal,artifacts_only
1555,made_of_plastic,artifacts_only
1556,made_of_stone,artifacts_only
1557,made_of_synthetic_material,artifacts_only
1558,made_of_wood,artifacts_only
1559,made_of_wood_and_metal,artifacts_only
1560,makes_a_bass_noise,artifacts_only
