,Anchor,Concept1,Concept2,Category,estimated_tokens,real_tokens,prompt,gpt_response,gpt_choice
324,Cobra,Anvil,Spanner,reptile,39.0,43,"Answer using only only word - ""Anvil"" or ""Spanner"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Spanner",Spanner
325,Shovel,Axe,Oil can,tool,39.0,42,"Answer using only only word - ""Axe"" or ""Oil can"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Axe",Axe
326,Hammer,Axe,Shovel,tool,39.0,41,"Answer using only only word - ""Axe"" or ""Shovel"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Axe.",Axe
327,Saw,Anvil,Hammer,tool,38.0,40,"Answer using only only word - ""Anvil"" or ""Hammer"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Hammer",Hammer
328,Screwdriver,Knife,Snake,tool,42.0,41,"Answer using only only word - ""Knife"" or ""Snake"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Knife",Knife
329,Chisel,Hammer,Tortoise,tool,40.0,41,"Answer using only only word - ""Hammer"" or ""Tortoise"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Hammer",Hammer
330,Anvil,Saw,Toad,tool,38.0,40,"Answer using only only word - ""Saw"" or ""Toad"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Saw",Saw
331,Hammer,Anvil,Knife,tool,39.0,40,"Answer using only only word - ""Anvil"" or ""Knife"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Anvil",Anvil
332,Tortoise,Saw,Snake,reptile,40.0,41,"Answer using only only word - ""Saw"" or ""Snake"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Saw",Saw
333,Snake,Blindworm,Vacuum,reptile,40.0,40,"Answer using only only word - ""Blindworm"" or ""Vacuum"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Blindworm",Blindworm
334,Anvil,Cobra,Toad,tool,39.0,41,"Answer using only only word - ""Cobra"" or ""Toad"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Cobra",Cobra
335,Shovel,Caiman,Grinding disk,tool,42.0,43,"Answer using only only word - ""Caiman"" or ""Grinding disk"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Caiman",Caiman
336,Screwdriver,Lawn Mower,Vacuum,tool,43.0,45,"Answer using only only word - ""Lawn Mower"" or ""Vacuum"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Vacuum",Vacuum
337,Lizard,Alligator,Crocodile,reptile,41.0,42,"Answer using only only word - ""Alligator"" or ""Crocodile"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Alligator",Alligator
338,Toad,Crocodile,Grinding disk,reptile,41.0,43,"Answer using only only word - ""Crocodile"" or ""Grinding disk"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Crocodile",Crocodile
339,Knife,Lawn Mower,Toad,tool,40.0,42,"Answer using only only word - ""Lawn Mower"" or ""Toad"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Toad",Toad
340,Axe,Alligator,Gecko,tool,39.0,40,"Answer using only only word - ""Alligator"" or ""Gecko"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Alligator",Alligator
341,Spanner,Knife,Screwdriver,tool,41.0,43,"Answer using only only word - ""Knife"" or ""Screwdriver"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Screwdriver",Screwdriver
342,Salamander,Gecko,Hammer,reptile,42.0,42,"Answer using only only word - ""Gecko"" or ""Hammer"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Gecko",Gecko
343,Boa python,Knife,Turtle,reptile,42.0,42,"Answer using only only word - ""Knife"" or ""Turtle"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Knife.",Knife
344,Anvil,Boa python,Turtle,tool,40.0,41,"Answer using only only word - ""Boa python"" or ""Turtle"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Boa python",Boa python
345,Chameleon,Caiman,Spanner,reptile,42.0,43,"Answer using only only word - ""Caiman"" or ""Spanner"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Caiman",Caiman
346,Saw,Gecko,Tortoise,tool,39.0,41,"Answer using only only word - ""Gecko"" or ""Tortoise"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Gecko",Gecko
347,Chameleon,Saw,Snake,reptile,40.0,41,"Answer using only only word - ""Saw"" or ""Snake"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Saw",Saw
348,Chameleon,Grinding disk,Lawn Mower,reptile,44.0,45,"Answer using only only word - ""Grinding disk"" or ""Lawn Mower"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Lawn Mower",Lawn Mower
349,Snake,Chisel,Oil can,reptile,40.0,38,"Answer using only only word - ""Chisel"" or ""Oil can"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Chisel",Chisel
350,Hammer,Screwdriver,Toad,tool,41.0,41,"Answer using only only word - ""Screwdriver"" or ""Toad"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Screwdriver",Screwdriver
351,Caiman,Paint brush,Shovel,reptile,41.0,42,"Answer using only only word - ""Paint brush"" or ""Shovel"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","

Paint brush",Paint brush
352,Blindworm,Dinosaur,Screwdriver,reptile,43.0,43,"Answer using only only word - ""Dinosaur"" or ""Screwdriver"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Dinosaur",Dinosaur
353,Axe,Chisel,Salamander,tool,39.0,41,"Answer using only only word - ""Chisel"" or ""Salamander"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Chisel",Chisel
354,Nail,Screwdriver,Vacuum,tool,40.0,42,"Answer using only only word - ""Screwdriver"" or ""Vacuum"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Vacuum",Vacuum
355,Knife,Alligator,Hammer,tool,40.0,40,"Answer using only only word - ""Alligator"" or ""Hammer"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Hammer",Hammer
356,Shovel,Caiman,Chameleon,tool,41.0,43,"Answer using only only word - ""Caiman"" or ""Chameleon"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Caiman",Caiman
357,Lizard,Alligator,Nail,reptile,40.0,40,"Answer using only only word - ""Alligator"" or ""Nail"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Alligator",Alligator
358,Knife,Anvil,Hammer,tool,39.0,40,"Answer using only only word - ""Anvil"" or ""Hammer"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Hammer",Hammer
359,Nail,Hammer,Shovel,tool,39.0,41,"Answer using only only word - ""Hammer"" or ""Shovel"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Hammer",Hammer
360,Turtle,Cobra,Salamander,reptile,41.0,42,"Answer using only only word - ""Cobra"" or ""Salamander"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Cobra",Cobra
361,Knife,Boa python,Gecko,tool,40.0,41,"Answer using only only word - ""Boa python"" or ""Gecko"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Boa python",Boa python
362,Nail,Anvil,Gecko,tool,38.0,40,"Answer using only only word - ""Anvil"" or ""Gecko"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Anvil",Anvil
363,Oil can,Blindworm,Knife,tool,41.0,41,"Answer using only only word - ""Blindworm"" or ""Knife"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Knife.",Knife
364,Snake,Dinosaur,Shovel,reptile,40.0,39,"Answer using only only word - ""Dinosaur"" or ""Shovel"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Dinosaur",Dinosaur
365,Chisel,Alligator,Turtle,tool,41.0,40,"Answer using only only word - ""Alligator"" or ""Turtle"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Alligator",Alligator
366,Oil can,Turtle,Vacuum,tool,40.0,41,"Answer using only only word - ""Turtle"" or ""Vacuum"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Turtle",Turtle
367,Hammer,Oil can,Toad,tool,40.0,40,"Answer using only only word - ""Oil can"" or ""Toad"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Oil can.",Oil can
368,Nail,Lizard,Turtle,tool,39.0,40,"Answer using only only word - ""Lizard"" or ""Turtle"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Turtle",Turtle
369,Vacuum,Gecko,Knife,tool,39.0,42,"Answer using only only word - ""Gecko"" or ""Knife"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Gecko",Gecko
370,Snake,Chameleon,Cobra,reptile,40.0,48,"Answer using only only word - ""Chameleon"" or ""Cobra"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Cobra",Cobra
371,Salamander,Grinding disk,Spanner,reptile,44.0,44,"Answer using only only word - ""Grinding disk"" or ""Spanner"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Grinding disk",Grinding disk
372,Spanner,Oil can,Screwdriver,tool,42.0,43,"Answer using only only word - ""Oil can"" or ""Screwdriver"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Oil can",Oil can
373,Blindworm,Saw,Shovel,reptile,41.0,43,"Answer using only only word - ""Saw"" or ""Shovel"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Saw",Saw
374,Chameleon,Axe,Grinding disk,reptile,42.0,43,"Answer using only only word - ""Axe"" or ""Grinding disk"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Axe",Axe
375,Chisel,Oil can,Saw,tool,39.0,40,"Answer using only only word - ""Oil can"" or ""Saw"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Saw",Saw
376,Lawn Mower,Grinding disk,Hammer,tool,44.0,45,"Answer using only only word - ""Grinding disk"" or ""Hammer"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Grinding disk",Grinding disk
377,Nail,Chisel,Snake,tool,39.0,39,"Answer using only only word - ""Chisel"" or ""Snake"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Chisel",Chisel
378,Oil can,Cobra,Lawn Mower,tool,41.0,43,"Answer using only only word - ""Cobra"" or ""Lawn Mower"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Cobra",Cobra
379,Anvil,Hammer,Lawn Mower,tool,40.0,42,"Answer using only only word - ""Hammer"" or ""Lawn Mower"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Hammer",Hammer
380,Chisel,Dinosaur,Snake,tool,40.0,39,"Answer using only only word - ""Dinosaur"" or ""Snake"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Dinosaur",Dinosaur
381,Spanner,Dinosaur,Gecko,tool,41.0,42,"Answer using only only word - ""Dinosaur"" or ""Gecko"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Dinosaur",Dinosaur
382,Lawn Mower,Axe,Saw,tool,40.0,44,"Answer using only only word - ""Axe"" or ""Saw"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Axe",Axe
383,Chisel,Hammer,Nail,tool,39.0,40,"Answer using only only word - ""Hammer"" or ""Nail"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Hammer",Hammer
384,Nail,Boa python,Screwdriver,tool,41.0,42,"Answer using only only word - ""Boa python"" or ""Screwdriver"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Screwdriver",Screwdriver
385,Spanner,Lizard,Toad,tool,40.0,42,"Answer using only only word - ""Lizard"" or ""Toad"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Lizard",Lizard
386,Vacuum,Blindworm,Lawn Mower,tool,42.0,45,"Answer using only only word - ""Blindworm"" or ""Lawn Mower"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Lawn Mower",Lawn Mower
387,Screwdriver,Crocodile,Shovel,tool,43.0,45,"Answer using only only word - ""Crocodile"" or ""Shovel"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Shovel",Shovel
388,Vacuum,Caiman,Tortoise,tool,40.0,43,"Answer using only only word - ""Caiman"" or ""Tortoise"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Caiman",Caiman
389,Axe,Alligator,Chisel,tool,39.0,40,"Answer using only only word - ""Alligator"" or ""Chisel"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Chisel",Chisel
390,Boa python,Alligator,Dinosaur,reptile,43.0,42,"Answer using only only word - ""Alligator"" or ""Dinosaur"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Alligator",Alligator
391,Anvil,Turtle,Vacuum,tool,39.0,41,"Answer using only only word - ""Turtle"" or ""Vacuum"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Turtle",Turtle
392,Chameleon,Hammer,Paint brush,reptile,43.0,43,"Answer using only only word - ""Hammer"" or ""Paint brush"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Hammer",Hammer
393,Shovel,Chameleon,Oil can,tool,41.0,43,"Answer using only only word - ""Chameleon"" or ""Oil can"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Oil can",Oil can
394,Crocodile,Alligator,Caiman,reptile,42.0,44,"Answer using only only word - ""Alligator"" or ""Caiman"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","

Alligator",Alligator
395,Chisel,Anvil,Turtle,tool,40.0,40,"Answer using only only word - ""Anvil"" or ""Turtle"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Anvil",Anvil
396,Snake,Chameleon,Vacuum,reptile,40.0,40,"Answer using only only word - ""Chameleon"" or ""Vacuum"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Chameleon",Chameleon
397,Axe,Anvil,Grinding disk,tool,40.0,41,"Answer using only only word - ""Anvil"" or ""Grinding disk"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Anvil",Anvil
398,Grinding disk,Crocodile,Nail,tool,44.0,44,"Answer using only only word - ""Crocodile"" or ""Nail"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Crocodile",Crocodile
399,Spanner,Grinding disk,Lizard,tool,42.0,43,"Answer using only only word - ""Grinding disk"" or ""Lizard"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Grinding disk",Grinding disk
400,Screwdriver,Lawn Mower,Oil can,tool,44.0,44,"Answer using only only word - ""Lawn Mower"" or ""Oil can"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Oil can.",Oil can
401,Anvil,Knife,Shovel,tool,39.0,41,"Answer using only only word - ""Knife"" or ""Shovel"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Knife",Knife
402,Paint brush,Nail,Salamander,tool,43.0,43,"Answer using only only word - ""Nail"" or ""Salamander"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Nail",Nail
403,Vacuum,Alligator,Saw,tool,40.0,42,"Answer using only only word - ""Alligator"" or ""Saw"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Saw",Saw
404,Blindworm,Axe,Boa python,reptile,42.0,43,"Answer using only only word - ""Axe"" or ""Boa python"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Axe",Axe
405,Lawn Mower,Snake,Turtle,tool,42.0,43,"Answer using only only word - ""Snake"" or ""Turtle"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Turtle",Turtle
406,Knife,Crocodile,Lizard,tool,40.0,42,"Answer using only only word - ""Crocodile"" or ""Lizard"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Crocodile",Crocodile
407,Hammer,Screwdriver,Spanner,tool,41.0,42,"Answer using only only word - ""Screwdriver"" or ""Spanner"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Screwdriver.",Screwdriver
408,Grinding disk,Blindworm,Crocodile,tool,45.0,45,"Answer using only only word - ""Blindworm"" or ""Crocodile"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Crocodile",Crocodile
409,Chisel,Crocodile,Grinding disk,tool,42.0,43,"Answer using only only word - ""Crocodile"" or ""Grinding disk"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Crocodile",Crocodile
410,Snake,Anvil,Vacuum,reptile,39.0,39,"Answer using only only word - ""Anvil"" or ""Vacuum"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Anvil",Anvil
411,Chisel,Paint brush,Salamander,tool,42.0,42,"Answer using only only word - ""Paint brush"" or ""Salamander"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Paint brush",Paint brush
412,Lizard,Caiman,Toad,reptile,39.0,40,"Answer using only only word - ""Caiman"" or ""Toad"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Toad",Toad
413,Oil can,Salamander,Shovel,tool,41.0,42,"Answer using only only word - ""Salamander"" or ""Shovel"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Shovel",Shovel
414,Chisel,Anvil,Paint brush,tool,41.0,41,"Answer using only only word - ""Anvil"" or ""Paint brush"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Anvil",Anvil
415,Anvil,Crocodile,Paint brush,tool,41.0,43,"Answer using only only word - ""Crocodile"" or ""Paint brush"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Crocodile",Crocodile
416,Hammer,Blindworm,Snake,tool,40.0,40,"Answer using only only word - ""Blindworm"" or ""Snake"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Snake",Snake
417,Turtle,Cobra,Lawn Mower,reptile,41.0,43,"Answer using only only word - ""Cobra"" or ""Lawn Mower"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Cobra",Cobra
418,Shovel,Chisel,Salamander,tool,41.0,43,"Answer using only only word - ""Chisel"" or ""Salamander"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Chisel",Chisel
419,Lizard,Snake,Vacuum,reptile,40.0,40,"Answer using only only word - ""Snake"" or ""Vacuum"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Snake.",Snake
420,Chameleon,Lizard,Snake,reptile,41.0,41,"Answer using only only word - ""Lizard"" or ""Snake"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Lizard",Lizard
421,Chameleon,Toad,Tortoise,reptile,41.0,43,"Answer using only only word - ""Toad"" or ""Tortoise"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Toad",Toad
422,Chameleon,Dinosaur,Toad,reptile,41.0,42,"Answer using only only word - ""Dinosaur"" or ""Toad"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Dinosaur",Dinosaur
423,Spanner,Paint brush,Shovel,tool,42.0,44,"Answer using only only word - ""Paint brush"" or ""Shovel"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Paint brush.",Paint brush
424,Salamander,Hammer,Oil can,reptile,42.0,42,"Answer using only only word - ""Hammer"" or ""Oil can"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Oil can",Oil can
425,Boa python,Lizard,Nail,reptile,41.0,42,"Answer using only only word - ""Lizard"" or ""Nail"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Lizard",Lizard
426,Chameleon,Axe,Saw,reptile,40.0,42,"Answer using only only word - ""Axe"" or ""Saw"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Axe",Axe
427,Lawn Mower,Nail,Saw,tool,41.0,44,"Answer using only only word - ""Nail"" or ""Saw"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Saw",Saw
428,Turtle,Anvil,Shovel,reptile,40.0,41,"Answer using only only word - ""Anvil"" or ""Shovel"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Anvil",Anvil
429,Blindworm,Lizard,Turtle,reptile,41.0,42,"Answer using only only word - ""Lizard"" or ""Turtle"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Lizard.",Lizard
430,Lizard,Alligator,Axe,reptile,40.0,40,"Answer using only only word - ""Alligator"" or ""Axe"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Alligator",Alligator
431,Crocodile,Cobra,Gecko,reptile,41.0,45,"Answer using only only word - ""Cobra"" or ""Gecko"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","

Cobra",Cobra
432,Boa python,Caiman,Toad,reptile,41.0,42,"Answer using only only word - ""Caiman"" or ""Toad"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Caiman",Caiman
433,Saw,Crocodile,Dinosaur,tool,40.0,42,"Answer using only only word - ""Crocodile"" or ""Dinosaur"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Crocodile",Crocodile
434,Grinding disk,Crocodile,Lawn Mower,tool,45.0,46,"Answer using only only word - ""Crocodile"" or ""Lawn Mower"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Crocodile",Crocodile
435,Spanner,Lawn Mower,Nail,tool,41.0,44,"Answer using only only word - ""Lawn Mower"" or ""Nail"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Nail",Nail
436,Nail,Alligator,Snake,tool,39.0,39,"Answer using only only word - ""Alligator"" or ""Snake"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Alligator",Alligator
437,Gecko,Hammer,Turtle,reptile,39.0,40,"Answer using only only word - ""Hammer"" or ""Turtle"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","

Turtle",Turtle
438,Toad,Blindworm,Crocodile,reptile,40.0,43,"Answer using only only word - ""Blindworm"" or ""Crocodile"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Crocodile",Crocodile
439,Blindworm,Turtle,Vacuum,reptile,41.0,43,"Answer using only only word - ""Turtle"" or ""Vacuum"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Turtle",Turtle
440,Paint brush,Axe,Salamander,tool,43.0,43,"Answer using only only word - ""Axe"" or ""Salamander"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Axe",Axe
441,Saw,Alligator,Spanner,tool,39.0,41,"Answer using only only word - ""Alligator"" or ""Spanner"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Alligator",Alligator
442,Spanner,Alligator,Boa python,tool,42.0,43,"Answer using only only word - ""Alligator"" or ""Boa python"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Alligator",Alligator
443,Hammer,Screwdriver,Vacuum,tool,41.0,42,"Answer using only only word - ""Screwdriver"" or ""Vacuum"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Screwdriver",Screwdriver
444,Snake,Cobra,Turtle,reptile,39.0,39,"Answer using only only word - ""Cobra"" or ""Turtle"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Cobra",Cobra
445,Saw,Cobra,Gecko,tool,38.0,41,"Answer using only only word - ""Cobra"" or ""Gecko"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Cobra",Cobra
446,Gecko,Knife,Snake,reptile,39.0,39,"Answer using only only word - ""Knife"" or ""Snake"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","

Snake",Snake
447,Chameleon,Chisel,Cobra,reptile,41.0,43,"Answer using only only word - ""Chisel"" or ""Cobra"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Cobra",Cobra
448,Alligator,Crocodile,Knife,reptile,42.0,42,"Answer using only only word - ""Crocodile"" or ""Knife"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","

Crocodile",Crocodile
449,Toad,Nail,Paint brush,reptile,40.0,41,"Answer using only only word - ""Nail"" or ""Paint brush"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Nail",Nail
450,Crocodile,Paint brush,Saw,reptile,42.0,45,"Answer using only only word - ""Paint brush"" or ""Saw"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","

Saw",Saw
451,Crocodile,Blindworm,Salamander,reptile,43.0,46,"Answer using only only word - ""Blindworm"" or ""Salamander"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","

Salamander",Salamander
452,Tortoise,Snake,Turtle,reptile,41.0,41,"Answer using only only word - ""Snake"" or ""Turtle"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Turtle",Turtle
453,Spanner,Hammer,Knife,tool,40.0,42,"Answer using only only word - ""Hammer"" or ""Knife"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Hammer",Hammer
454,Tortoise,Caiman,Chisel,reptile,41.0,42,"Answer using only only word - ""Caiman"" or ""Chisel"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Caiman",Caiman
455,Lawn Mower,Dinosaur,Nail,tool,42.0,44,"Answer using only only word - ""Dinosaur"" or ""Nail"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Dinosaur",Dinosaur
456,Paint brush,Axe,Caiman,tool,42.0,42,"Answer using only only word - ""Axe"" or ""Caiman"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Axe",Axe
457,Shovel,Boa python,Hammer,tool,41.0,43,"Answer using only only word - ""Boa python"" or ""Hammer"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Hammer",Hammer
458,Salamander,Dinosaur,Lizard,reptile,42.0,42,"Answer using only only word - ""Dinosaur"" or ""Lizard"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Lizard",Lizard
459,Blindworm,Salamander,Vacuum,reptile,42.0,44,"Answer using only only word - ""Salamander"" or ""Vacuum"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Vacuum",Vacuum
460,Boa python,Alligator,Gecko,reptile,42.0,42,"Answer using only only word - ""Alligator"" or ""Gecko"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Alligator",Alligator
461,Shovel,Cobra,Snake,tool,39.0,42,"Answer using only only word - ""Cobra"" or ""Snake"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Cobra",Cobra
462,Cobra,Lizard,Shovel,reptile,39.0,43,"Answer using only only word - ""Lizard"" or ""Shovel"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Lizard",Lizard
463,Knife,Caiman,Lizard,tool,39.0,40,"Answer using only only word - ""Caiman"" or ""Lizard"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Caiman",Caiman
464,Chisel,Gecko,Shovel,tool,40.0,41,"Answer using only only word - ""Gecko"" or ""Shovel"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Gecko",Gecko
465,Axe,Nail,Salamander,tool,39.0,41,"Answer using only only word - ""Nail"" or ""Salamander"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Nail",Nail
466,Lizard,Anvil,Oil can,reptile,40.0,40,"Answer using only only word - ""Anvil"" or ""Oil can"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Anvil",Anvil
467,Screwdriver,Cobra,Toad,tool,42.0,43,"Answer using only only word - ""Cobra"" or ""Toad"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Toad",Toad
468,Gecko,Dinosaur,Oil can,reptile,40.0,40,"Answer using only only word - ""Dinosaur"" or ""Oil can"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","

Dinosaur",Dinosaur
469,Saw,Chisel,Dinosaur,tool,39.0,40,"Answer using only only word - ""Chisel"" or ""Dinosaur"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Chisel",Chisel
