<<<<<<< HEAD
,Anchor,Concept1,Concept2,Category,estimated_tokens,real_tokens,prompt,gpt_response,gpt_choice
313,Chameleon,Screwdriver,Turtle,reptile,43.0,43,"Answer using only only word - ""Screwdriver"" or ""Turtle"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Screwdriver",Screwdriver
314,Chameleon,Lawn Mower,Toad,reptile,42.0,44,"Answer using only only word - ""Lawn Mower"" or ""Toad"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Toad",Toad
315,Anvil,Grinding disk,Paint brush,tool,42.0,42,"Answer using only only word - ""Grinding disk"" or ""Paint brush"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Grinding disk.",Grinding disk
316,Snake,Chameleon,Turtle,reptile,40.0,39,"Answer using only only word - ""Chameleon"" or ""Turtle"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Chameleon",Chameleon
317,Crocodile,Saw,Shovel,reptile,41.0,45,"Answer using only only word - ""Saw"" or ""Shovel"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","

Saw",Saw
318,Hammer,Cobra,Snake,tool,39.0,40,"Answer using only only word - ""Cobra"" or ""Snake"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Cobra",Cobra
319,Axe,Chameleon,Gecko,tool,39.0,41,"Answer using only only word - ""Chameleon"" or ""Gecko"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Chameleon",Chameleon
320,Blindworm,Alligator,Spanner,reptile,42.0,43,"Answer using only only word - ""Alligator"" or ""Spanner"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Alligator",Alligator
321,Screwdriver,Alligator,Turtle,tool,43.0,42,"Answer using only only word - ""Alligator"" or ""Turtle"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Turtle",Turtle
322,Blindworm,Nail,Salamander,reptile,42.0,43,"Answer using only only word - ""Nail"" or ""Salamander"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Nail",Nail
323,Tortoise,Nail,Shovel,reptile,40.0,43,"Answer using only only word - ""Nail"" or ""Shovel"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Nail",Nail
324,Boa python,Nail,Turtle,reptile,41.0,42,"Answer using only only word - ""Nail"" or ""Turtle"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Turtle",Turtle
325,Lawn Mower,Cobra,Grinding disk,tool,43.0,46,"Answer using only only word - ""Cobra"" or ""Grinding disk"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Cobra",Cobra
326,Lawn Mower,Axe,Blindworm,tool,42.0,45,"Answer using only only word - ""Axe"" or ""Blindworm"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Axe",Axe
327,Snake,Blindworm,Grinding disk,reptile,42.0,40,"Answer using only only word - ""Blindworm"" or ""Grinding disk"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Blindworm",Blindworm
328,Snake,Boa python,Spanner,reptile,41.0,40,"Answer using only only word - ""Boa python"" or ""Spanner"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Boa python",Boa python
329,Toad,Cobra,Snake,reptile,38.0,40,"Answer using only only word - ""Cobra"" or ""Snake"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

 Snake",Snake
330,Knife,Caiman,Saw,tool,39.0,40,"Answer using only only word - ""Caiman"" or ""Saw"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Saw",Saw
331,Tortoise,Alligator,Turtle,reptile,42.0,42,"Answer using only only word - ""Alligator"" or ""Turtle"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Turtle",Turtle
332,Oil can,Knife,Salamander,tool,41.0,41,"Answer using only only word - ""Knife"" or ""Salamander"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Knife",Knife
333,Paint brush,Boa python,Chameleon,tool,44.0,44,"Answer using only only word - ""Boa python"" or ""Chameleon"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Boa python",Boa python
334,Salamander,Knife,Snake,reptile,41.0,41,"Answer using only only word - ""Knife"" or ""Snake"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

""Snake.""",Snake
335,Turtle,Screwdriver,Tortoise,reptile,42.0,42,"Answer using only only word - ""Screwdriver"" or ""Tortoise"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Tortoise",Tortoise
336,Shovel,Lizard,Screwdriver,tool,41.0,43,"Answer using only only word - ""Lizard"" or ""Screwdriver"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Lizard",Lizard
337,Shovel,Nail,Snake,tool,39.0,41,"Answer using only only word - ""Nail"" or ""Snake"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Nail.",Nail
338,Hammer,Chisel,Cobra,tool,40.0,41,"Answer using only only word - ""Chisel"" or ""Cobra"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Chisel",Chisel
339,Paint brush,Toad,Tortoise,tool,42.0,43,"Answer using only only word - ""Toad"" or ""Tortoise"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Toad.",Toad
340,Spanner,Axe,Screwdriver,tool,41.0,43,"Answer using only only word - ""Axe"" or ""Screwdriver"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Axe",Axe
341,Hammer,Cobra,Lawn Mower,tool,41.0,43,"Answer using only only word - ""Cobra"" or ""Lawn Mower"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Cobra",Cobra
342,Nail,Chisel,Tortoise,tool,39.0,41,"Answer using only only word - ""Chisel"" or ""Tortoise"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Chisel",Chisel
343,Screwdriver,Axe,Gecko,tool,41.0,42,"Answer using only only word - ""Axe"" or ""Gecko"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Axe",Axe
344,Tortoise,Chameleon,Chisel,reptile,42.0,43,"Answer using only only word - ""Chameleon"" or ""Chisel"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Chameleon",Chameleon
345,Knife,Axe,Grinding disk,tool,40.0,41,"Answer using only only word - ""Axe"" or ""Grinding disk"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Axe",Axe
346,Cobra,Lizard,Snake,reptile,39.0,41,"Answer using only only word - ""Lizard"" or ""Snake"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Snake.",Snake
347,Gecko,Snake,Turtle,reptile,39.0,39,"Answer using only only word - ""Snake"" or ""Turtle"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","

Turtle",Turtle
348,Axe,Grinding disk,Shovel,tool,40.0,42,"Answer using only only word - ""Grinding disk"" or ""Shovel"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Shovel",Shovel
349,Saw,Toad,Vacuum,tool,38.0,41,"Answer using only only word - ""Toad"" or ""Vacuum"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Toad",Toad
350,Caiman,Chameleon,Screwdriver,reptile,42.0,42,"Answer using only only word - ""Chameleon"" or ""Screwdriver"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","

Screwdriver",Screwdriver
351,Caiman,Gecko,Tortoise,reptile,40.0,41,"Answer using only only word - ""Gecko"" or ""Tortoise"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","

Gecko",Gecko
352,Blindworm,Anvil,Turtle,reptile,41.0,42,"Answer using only only word - ""Anvil"" or ""Turtle"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Turtle",Turtle
353,Grinding disk,Crocodile,Paint brush,tool,45.0,45,"Answer using only only word - ""Crocodile"" or ""Paint brush"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Crocodile",Crocodile
354,Axe,Shovel,Tortoise,tool,39.0,42,"Answer using only only word - ""Shovel"" or ""Tortoise"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Shovel",Shovel
355,Nail,Gecko,Lawn Mower,tool,40.0,42,"Answer using only only word - ""Gecko"" or ""Lawn Mower"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Gecko",Gecko
356,Caiman,Crocodile,Spanner,reptile,41.0,43,"Answer using only only word - ""Crocodile"" or ""Spanner"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","

Crocodile",Crocodile
357,Lawn Mower,Caiman,Dinosaur,tool,42.0,44,"Answer using only only word - ""Caiman"" or ""Dinosaur"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Caiman",Caiman
358,Oil can,Boa python,Toad,tool,41.0,41,"Answer using only only word - ""Boa python"" or ""Toad"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Toad",Toad
359,Screwdriver,Crocodile,Lawn Mower,tool,44.0,46,"Answer using only only word - ""Crocodile"" or ""Lawn Mower"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Crocodile",Crocodile
360,Vacuum,Grinding disk,Knife,tool,41.0,43,"Answer using only only word - ""Grinding disk"" or ""Knife"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Knife",Knife
361,Toad,Paint brush,Shovel,reptile,40.0,50,"Answer using only only word - ""Paint brush"" or ""Shovel"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Paint brush",Paint brush
362,Salamander,Paint brush,Turtle,reptile,43.0,43,"Answer using only only word - ""Paint brush"" or ""Turtle"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Paint brush",Paint brush
363,Salamander,Cobra,Dinosaur,reptile,42.0,43,"Answer using only only word - ""Cobra"" or ""Dinosaur"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Cobra",Cobra
364,Paint brush,Hammer,Spanner,tool,43.0,43,"Answer using only only word - ""Hammer"" or ""Spanner"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Hammer",Hammer
365,Lizard,Lawn Mower,Saw,reptile,40.0,42,"Answer using only only word - ""Lawn Mower"" or ""Saw"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Saw",Saw
366,Axe,Chameleon,Crocodile,tool,40.0,43,"Answer using only only word - ""Chameleon"" or ""Crocodile"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Crocodile",Crocodile
367,Saw,Snake,Toad,tool,38.0,39,"Answer using only only word - ""Snake"" or ""Toad"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Snake.",Snake
368,Crocodile,Cobra,Snake,reptile,41.0,44,"Answer using only only word - ""Cobra"" or ""Snake"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","

Snake",Snake
369,Turtle,Alligator,Axe,reptile,40.0,40,"Answer using only only word - ""Alligator"" or ""Axe"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Alligator",Alligator
370,Chameleon,Chisel,Lawn Mower,reptile,42.0,44,"Answer using only only word - ""Chisel"" or ""Lawn Mower"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Chisel",Chisel
371,Lawn Mower,Toad,Vacuum,tool,41.0,45,"Answer using only only word - ""Toad"" or ""Vacuum"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Toad",Toad
372,Chameleon,Caiman,Cobra,reptile,41.0,51,"Answer using only only word - ""Caiman"" or ""Cobra"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Cobra",Cobra
373,Lizard,Axe,Caiman,reptile,39.0,40,"Answer using only only word - ""Axe"" or ""Caiman"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Axe",Axe
374,Crocodile,Cobra,Hammer,reptile,41.0,45,"Answer using only only word - ""Cobra"" or ""Hammer"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","

Cobra",Cobra
375,Dinosaur,Axe,Snake,reptile,40.0,39,"Answer using only only word - ""Axe"" or ""Snake"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Axe",Axe
376,Oil can,Blindworm,Saw,tool,40.0,41,"Answer using only only word - ""Blindworm"" or ""Saw"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Saw",Saw
377,Turtle,Axe,Vacuum,reptile,39.0,41,"Answer using only only word - ""Axe"" or ""Vacuum"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Axe",Axe
378,Chameleon,Blindworm,Snake,reptile,42.0,42,"Answer using only only word - ""Blindworm"" or ""Snake"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Snake",Snake
379,Lawn Mower,Knife,Spanner,tool,42.0,45,"Answer using only only word - ""Knife"" or ""Spanner"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Knife",Knife
380,Anvil,Nail,Screwdriver,tool,40.0,41,"Answer using only only word - ""Nail"" or ""Screwdriver"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Nail",Nail
381,Toad,Salamander,Shovel,reptile,40.0,42,"Answer using only only word - ""Salamander"" or ""Shovel"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Salamander",Salamander
382,Oil can,Alligator,Chameleon,tool,42.0,41,"Answer using only only word - ""Alligator"" or ""Chameleon"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Alligator",Alligator
383,Grinding disk,Chameleon,Knife,tool,44.0,43,"Answer using only only word - ""Chameleon"" or ""Knife"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Knife",Knife
384,Tortoise,Axe,Chisel,reptile,40.0,42,"Answer using only only word - ""Axe"" or ""Chisel"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Axe",Axe
385,Lizard,Chameleon,Oil can,reptile,41.0,41,"Answer using only only word - ""Chameleon"" or ""Oil can"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Chameleon",Chameleon
386,Anvil,Shovel,Tortoise,tool,40.0,42,"Answer using only only word - ""Shovel"" or ""Tortoise"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Shovel",Shovel
387,Blindworm,Crocodile,Paint brush,reptile,43.0,45,"Answer using only only word - ""Crocodile"" or ""Paint brush"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Crocodile",Crocodile
388,Lizard,Boa python,Hammer,reptile,41.0,41,"Answer using only only word - ""Boa python"" or ""Hammer"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Boa python",Boa python
389,Alligator,Tortoise,Vacuum,reptile,42.0,42,"Answer using only only word - ""Tortoise"" or ""Vacuum"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","

Tortoise",Tortoise
390,Nail,Chisel,Cobra,tool,39.0,41,"Answer using only only word - ""Chisel"" or ""Cobra"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Chisel",Chisel
391,Tortoise,Nail,Screwdriver,reptile,42.0,43,"Answer using only only word - ""Nail"" or ""Screwdriver"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Nail",Nail
392,Screwdriver,Anvil,Crocodile,tool,43.0,44,"Answer using only only word - ""Anvil"" or ""Crocodile"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Anvil",Anvil
393,Salamander,Hammer,Vacuum,reptile,42.0,43,"Answer using only only word - ""Hammer"" or ""Vacuum"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Hammer",Hammer
394,Lawn Mower,Lizard,Spanner,tool,42.0,45,"Answer using only only word - ""Lizard"" or ""Spanner"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Spanner",Spanner
395,Nail,Lawn Mower,Shovel,tool,40.0,43,"Answer using only only word - ""Lawn Mower"" or ""Shovel"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Lawn Mower",Lawn Mower
396,Chisel,Cobra,Spanner,tool,40.0,42,"Answer using only only word - ""Cobra"" or ""Spanner"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Spanner",Spanner
397,Alligator,Nail,Saw,reptile,40.0,40,"Answer using only only word - ""Nail"" or ""Saw"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","

Nail",Nail
398,Lawn Mower,Chisel,Lizard,tool,42.0,44,"Answer using only only word - ""Chisel"" or ""Lizard"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Chisel",Chisel
399,Chameleon,Knife,Tortoise,reptile,42.0,43,"Answer using only only word - ""Knife"" or ""Tortoise"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Knife",Knife
400,Caiman,Oil can,Tortoise,reptile,41.0,41,"Answer using only only word - ""Oil can"" or ""Tortoise"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","

Oil can.",Oil can
401,Nail,Lawn Mower,Lizard,tool,40.0,42,"Answer using only only word - ""Lawn Mower"" or ""Lizard"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Lawn Mower",Lawn Mower
402,Boa python,Cobra,Screwdriver,reptile,43.0,44,"Answer using only only word - ""Cobra"" or ""Screwdriver"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Cobra",Cobra
403,Snake,Axe,Chisel,reptile,39.0,38,"Answer using only only word - ""Axe"" or ""Chisel"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Axe",Axe
404,Grinding disk,Oil can,Vacuum,tool,44.0,43,"Answer using only only word - ""Oil can"" or ""Vacuum"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Oil can",Oil can
405,Paint brush,Cobra,Dinosaur,tool,43.0,43,"Answer using only only word - ""Cobra"" or ""Dinosaur"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Cobra",Cobra
406,Anvil,Alligator,Chisel,tool,40.0,40,"Answer using only only word - ""Alligator"" or ""Chisel"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Chisel",Chisel
407,Saw,Boa python,Grinding disk,tool,41.0,42,"Answer using only only word - ""Boa python"" or ""Grinding disk"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Boa python",Boa python
408,Lizard,Anvil,Hammer,reptile,40.0,40,"Answer using only only word - ""Anvil"" or ""Hammer"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Anvil",Anvil
409,Knife,Oil can,Saw,tool,39.0,40,"Answer using only only word - ""Oil can"" or ""Saw"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Saw",Saw
410,Anvil,Gecko,Knife,tool,39.0,40,"Answer using only only word - ""Gecko"" or ""Knife"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Gecko",Gecko
411,Oil can,Chameleon,Chisel,tool,41.0,41,"Answer using only only word - ""Chameleon"" or ""Chisel"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Chisel",Chisel
412,Oil can,Chisel,Vacuum,tool,40.0,41,"Answer using only only word - ""Chisel"" or ""Vacuum"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Vacuum",Vacuum
413,Paint brush,Anvil,Saw,tool,41.0,42,"Answer using only only word - ""Anvil"" or ""Saw"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Anvil",Anvil
414,Turtle,Lawn Mower,Saw,reptile,40.0,42,"Answer using only only word - ""Lawn Mower"" or ""Saw"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Lawn Mower",Lawn Mower
415,Spanner,Knife,Tortoise,tool,41.0,43,"Answer using only only word - ""Knife"" or ""Tortoise"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Knife.",Knife
416,Toad,Blindworm,Nail,reptile,39.0,41,"Answer using only only word - ""Blindworm"" or ""Nail"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Nail",Nail
417,Toad,Chisel,Gecko,reptile,39.0,40,"Answer using only only word - ""Chisel"" or ""Gecko"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Gecko",Gecko
418,Snake,Dinosaur,Salamander,reptile,41.0,39,"Answer using only only word - ""Dinosaur"" or ""Salamander"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Dinosaur",Dinosaur
419,Cobra,Alligator,Axe,reptile,39.0,42,"Answer using only only word - ""Alligator"" or ""Axe"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Alligator",Alligator
420,Chisel,Blindworm,Chameleon,tool,41.0,42,"Answer using only only word - ""Blindworm"" or ""Chameleon"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Blindworm",Blindworm
421,Tortoise,Hammer,Toad,reptile,40.0,42,"Answer using only only word - ""Hammer"" or ""Toad"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Hammer",Hammer
422,Nail,Saw,Vacuum,tool,38.0,41,"Answer using only only word - ""Saw"" or ""Vacuum"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Saw",Saw
423,Nail,Toad,Tortoise,tool,39.0,41,"Answer using only only word - ""Toad"" or ""Tortoise"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Toad",Toad
424,Grinding disk,Alligator,Crocodile,tool,45.0,44,"Answer using only only word - ""Alligator"" or ""Crocodile"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Crocodile",Crocodile
425,Paint brush,Lawn Mower,Nail,tool,43.0,44,"Answer using only only word - ""Lawn Mower"" or ""Nail"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Nail",Nail
426,Grinding disk,Chisel,Crocodile,tool,44.0,44,"Answer using only only word - ""Chisel"" or ""Crocodile"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Chisel",Chisel
427,Spanner,Blindworm,Paint brush,tool,42.0,44,"Answer using only only word - ""Blindworm"" or ""Paint brush"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Paint brush",Paint brush
428,Grinding disk,Chisel,Turtle,tool,43.0,42,"Answer using only only word - ""Chisel"" or ""Turtle"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Chisel",Chisel
429,Dinosaur,Shovel,Turtle,reptile,41.0,41,"Answer using only only word - ""Shovel"" or ""Turtle"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Shovel",Shovel
430,Salamander,Anvil,Lizard,reptile,42.0,42,"Answer using only only word - ""Anvil"" or ""Lizard"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Lizard",Lizard
431,Chameleon,Gecko,Vacuum,reptile,41.0,43,"Answer using only only word - ""Gecko"" or ""Vacuum"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Gecko",Gecko
432,Dinosaur,Salamander,Snake,reptile,42.0,40,"Answer using only only word - ""Salamander"" or ""Snake"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Salamander",Salamander
433,Axe,Boa python,Paint brush,tool,41.0,42,"Answer using only only word - ""Boa python"" or ""Paint brush"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Boa python",Boa python
434,Turtle,Knife,Tortoise,reptile,40.0,41,"Answer using only only word - ""Knife"" or ""Tortoise"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Tortoise",Tortoise
435,Spanner,Boa python,Snake,tool,41.0,42,"Answer using only only word - ""Boa python"" or ""Snake"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Boa python.",Boa python
436,Cobra,Saw,Vacuum,reptile,39.0,43,"Answer using only only word - ""Saw"" or ""Vacuum"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Saw",Saw
437,Toad,Caiman,Shovel,reptile,39.0,41,"Answer using only only word - ""Caiman"" or ""Shovel"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Caiman",Caiman
438,Hammer,Screwdriver,Shovel,tool,41.0,42,"Answer using only only word - ""Screwdriver"" or ""Shovel"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Screwdriver",Screwdriver
439,Saw,Hammer,Snake,tool,38.0,39,"Answer using only only word - ""Hammer"" or ""Snake"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Hammer",Hammer
440,Tortoise,Paint brush,Toad,reptile,42.0,43,"Answer using only only word - ""Paint brush"" or ""Toad"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Toad",Toad
441,Axe,Spanner,Toad,tool,38.0,41,"Answer using only only word - ""Spanner"" or ""Toad"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Spanner",Spanner
442,Grinding disk,Chisel,Lawn Mower,tool,44.0,44,"Answer using only only word - ""Chisel"" or ""Lawn Mower"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Chisel",Chisel
443,Vacuum,Lawn Mower,Oil can,tool,41.0,44,"Answer using only only word - ""Lawn Mower"" or ""Oil can"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Oil can.",Oil can
444,Boa python,Cobra,Oil can,reptile,42.0,43,"Answer using only only word - ""Cobra"" or ""Oil can"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Cobra",Cobra
445,Nail,Paint brush,Toad,tool,40.0,41,"Answer using only only word - ""Paint brush"" or ""Toad"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Brush",fill manually
446,Tortoise,Dinosaur,Grinding disk,reptile,43.0,43,"Answer using only only word - ""Dinosaur"" or ""Grinding disk"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Dinosaur",Dinosaur
447,Oil can,Caiman,Spanner,tool,41.0,41,"Answer using only only word - ""Caiman"" or ""Spanner"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Caiman",Caiman
448,Boa python,Chisel,Saw,reptile,41.0,42,"Answer using only only word - ""Chisel"" or ""Saw"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Chisel",Chisel
449,Grinding disk,Paint brush,Toad,tool,44.0,43,"Answer using only only word - ""Paint brush"" or ""Toad"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Paint brush",Paint brush
450,Salamander,Cobra,Hammer,reptile,42.0,43,"Answer using only only word - ""Cobra"" or ""Hammer"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Cobra",Cobra
451,Screwdriver,Grinding disk,Lawn Mower,tool,45.0,45,"Answer using only only word - ""Grinding disk"" or ""Lawn Mower"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Grinding disk",Grinding disk
452,Gecko,Boa python,Saw,reptile,40.0,41,"Answer using only only word - ""Boa python"" or ""Saw"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","

Saw",Saw
453,Caiman,Anvil,Gecko,reptile,39.0,40,"Answer using only only word - ""Anvil"" or ""Gecko"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","

Anvil",Anvil
454,Spanner,Salamander,Shovel,tool,41.0,44,"Answer using only only word - ""Salamander"" or ""Shovel"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Shovel",Shovel
455,Gecko,Lawn Mower,Nail,reptile,40.0,42,"Answer using only only word - ""Lawn Mower"" or ""Nail"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","

Nail",Nail
456,Screwdriver,Gecko,Saw,tool,41.0,42,"Answer using only only word - ""Gecko"" or ""Saw"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Saw.",Saw
457,Axe,Grinding disk,Screwdriver,tool,41.0,42,"Answer using only only word - ""Grinding disk"" or ""Screwdriver"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Disk",fill manually
