,Anchor,Concept1,Concept2,Category,estimated_tokens,real_tokens,prompt,gpt_response,gpt_choice
255,Nail,Anvil,Screwdriver,tool,40.0,37,"Answer using only only word - ""Anvil"" or ""Screwdriver"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Anvil",Anvil
256,Chisel,Nail,Salamander,tool,40.0,37,"Answer using only only word - ""Nail"" or ""Salamander"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Nail",Nail
257,Oil can,Chisel,Dinosaur,tool,41.0,36,"Answer using only only word - ""Chisel"" or ""Dinosaur"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Dinosaur",Dinosaur
258,Spanner,Caiman,Vacuum,tool,40.0,39,"Answer using only only word - ""Caiman"" or ""Vacuum"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Caiman",Caiman
259,Turtle,Alligator,Saw,reptile,40.0,36,"Answer using only only word - ""Alligator"" or ""Saw"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Alligator",Alligator
260,Gecko,Chameleon,Nail,reptile,40.0,38,"Answer using only only word - ""Chameleon"" or ""Nail"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","

Chameleon",Chameleon
261,Nail,Lizard,Shovel,tool,39.0,37,"Answer using only only word - ""Lizard"" or ""Shovel"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Lizard",Lizard
262,Salamander,Chisel,Vacuum,reptile,42.0,39,"Answer using only only word - ""Chisel"" or ""Vacuum"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Chisel",Chisel
263,Salamander,Axe,Dinosaur,reptile,42.0,38,"Answer using only only word - ""Axe"" or ""Dinosaur"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Axe",Axe
264,Hammer,Lizard,Paint brush,tool,41.0,37,"Answer using only only word - ""Lizard"" or ""Paint brush"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Lizard",Lizard
265,Lizard,Caiman,Cobra,reptile,40.0,38,"Answer using only only word - ""Caiman"" or ""Cobra"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Cobra",Cobra
266,Spanner,Lawn Mower,Vacuum,tool,41.0,42,"Answer using only only word - ""Lawn Mower"" or ""Vacuum"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Vacuum",Vacuum
267,Dinosaur,Grinding disk,Paint brush,reptile,44.0,39,"Answer using only only word - ""Grinding disk"" or ""Paint brush"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Grinding disk",Grinding disk
268,Vacuum,Boa python,Turtle,tool,41.0,40,"Answer using only only word - ""Boa python"" or ""Turtle"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Boa python",Boa python
269,Gecko,Axe,Screwdriver,reptile,40.0,37,"Answer using only only word - ""Axe"" or ""Screwdriver"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","

Axe",Axe
270,Oil can,Alligator,Grinding disk,tool,43.0,37,"Answer using only only word - ""Alligator"" or ""Grinding disk"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Alligator",Alligator
271,Knife,Anvil,Chisel,tool,39.0,36,"Answer using only only word - ""Anvil"" or ""Chisel"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Chisel",Chisel
272,Vacuum,Grinding disk,Nail,tool,41.0,39,"Answer using only only word - ""Grinding disk"" or ""Nail"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Nail",Nail
273,Paint brush,Blindworm,Spanner,tool,43.0,41,"Answer using only only word - ""Blindworm"" or ""Spanner"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Spanner",Spanner
274,Shovel,Grinding disk,Toad,tool,41.0,39,"Answer using only only word - ""Grinding disk"" or ""Toad"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Toad",Toad
275,Blindworm,Chisel,Grinding disk,reptile,43.0,39,"Answer using only only word - ""Chisel"" or ""Grinding disk"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Chisel",Chisel
276,Vacuum,Axe,Boa python,tool,40.0,39,"Answer using only only word - ""Axe"" or ""Boa python"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Axe",Axe
277,Paint brush,Caiman,Spanner,tool,43.0,39,"Answer using only only word - ""Caiman"" or ""Spanner"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Caiman",Caiman
278,Saw,Lawn Mower,Paint brush,tool,41.0,41,"Answer using only only word - ""Lawn Mower"" or ""Paint brush"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Lawn Mower",Lawn Mower
279,Vacuum,Alligator,Salamander,tool,42.0,39,"Answer using only only word - ""Alligator"" or ""Salamander"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Alligator",Alligator
280,Knife,Nail,Paint brush,tool,40.0,37,"Answer using only only word - ""Nail"" or ""Paint brush"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Nail",Nail
281,Chameleon,Lizard,Toad,reptile,41.0,38,"Answer using only only word - ""Lizard"" or ""Toad"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Lizard",Lizard
282,Snake,Caiman,Dinosaur,reptile,40.0,34,"Answer using only only word - ""Caiman"" or ""Dinosaur"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Caiman",Caiman
283,Lizard,Caiman,Salamander,reptile,41.0,37,"Answer using only only word - ""Caiman"" or ""Salamander"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Caiman",Caiman
284,Lizard,Lawn Mower,Nail,reptile,40.0,38,"Answer using only only word - ""Lawn Mower"" or ""Nail"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Nail",Nail
285,Screwdriver,Knife,Tortoise,tool,43.0,39,"Answer using only only word - ""Knife"" or ""Tortoise"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Knife",Knife
286,Vacuum,Anvil,Chisel,tool,40.0,38,"Answer using only only word - ""Anvil"" or ""Chisel"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Anvil",Anvil
287,Hammer,Blindworm,Knife,tool,40.0,37,"Answer using only only word - ""Blindworm"" or ""Knife"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Knife",Knife
288,Shovel,Oil can,Toad,tool,40.0,39,"Answer using only only word - ""Oil can"" or ""Toad"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Oil can.",Oil can
289,Axe,Grinding disk,Salamander,tool,41.0,39,"Answer using only only word - ""Grinding disk"" or ""Salamander"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Grinding disk",Grinding disk
290,Snake,Alligator,Knife,reptile,40.0,34,"Answer using only only word - ""Alligator"" or ""Knife"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Alligator",Alligator
291,Tortoise,Lizard,Toad,reptile,40.0,38,"Answer using only only word - ""Lizard"" or ""Toad"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Lizard",Lizard
292,Oil can,Lizard,Turtle,tool,40.0,36,"Answer using only only word - ""Lizard"" or ""Turtle"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Lizard",Lizard
293,Salamander,Chisel,Gecko,reptile,42.0,38,"Answer using only only word - ""Chisel"" or ""Gecko"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Gecko",Gecko
294,Gecko,Oil can,Vacuum,reptile,40.0,38,"Answer using only only word - ""Oil can"" or ""Vacuum"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","

Oil can.",Oil can
295,Grinding disk,Caiman,Saw,tool,43.0,38,"Answer using only only word - ""Caiman"" or ""Saw"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Saw",Saw
296,Alligator,Grinding disk,Tortoise,reptile,44.0,39,"Answer using only only word - ""Grinding disk"" or ""Tortoise"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","

Tortoise",Tortoise
297,Toad,Boa python,Lizard,reptile,40.0,37,"Answer using only only word - ""Boa python"" or ""Lizard"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Lizard",Lizard
298,Grinding disk,Turtle,Vacuum,tool,43.0,39,"Answer using only only word - ""Turtle"" or ""Vacuum"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Turtle",Turtle
299,Lizard,Alligator,Anvil,reptile,40.0,36,"Answer using only only word - ""Alligator"" or ""Anvil"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Alligator",Alligator
300,Axe,Spanner,Turtle,tool,39.0,38,"Answer using only only word - ""Spanner"" or ""Turtle"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Spanner",Spanner
301,Lawn Mower,Anvil,Gecko,tool,41.0,40,"Answer using only only word - ""Anvil"" or ""Gecko"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Anvil",Anvil
302,Snake,Gecko,Knife,reptile,39.0,34,"Answer using only only word - ""Gecko"" or ""Knife"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Gecko",Gecko
303,Snake,Chisel,Hammer,reptile,39.0,34,"Answer using only only word - ""Chisel"" or ""Hammer"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Chisel",Chisel
304,Gecko,Chameleon,Knife,reptile,40.0,38,"Answer using only only word - ""Chameleon"" or ""Knife"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","

Chameleon",Chameleon
305,Chisel,Crocodile,Spanner,tool,41.0,40,"Answer using only only word - ""Crocodile"" or ""Spanner"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Spanner",Spanner
306,Crocodile,Knife,Saw,reptile,40.0,40,"Answer using only only word - ""Knife"" or ""Saw"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","

Saw",Saw
307,Chameleon,Lizard,Tortoise,reptile,42.0,39,"Answer using only only word - ""Lizard"" or ""Tortoise"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Lizard",Lizard
308,Grinding disk,Chameleon,Snake,tool,44.0,37,"Answer using only only word - ""Chameleon"" or ""Snake"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Snake",Snake
309,Blindworm,Oil can,Snake,reptile,41.0,36,"Answer using only only word - ""Oil can"" or ""Snake"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Snake",Snake
310,Axe,Blindworm,Dinosaur,tool,40.0,37,"Answer using only only word - ""Blindworm"" or ""Dinosaur"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Dinosaur",Dinosaur
311,Screwdriver,Chisel,Grinding disk,tool,44.0,39,"Answer using only only word - ""Chisel"" or ""Grinding disk"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Chisel",Chisel
312,Shovel,Alligator,Axe,tool,40.0,38,"Answer using only only word - ""Alligator"" or ""Axe"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Axe",Axe
313,Cobra,Paint brush,Shovel,reptile,41.0,41,"Answer using only only word - ""Paint brush"" or ""Shovel"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Paint brush",Paint brush
314,Nail,Alligator,Chisel,tool,40.0,36,"Answer using only only word - ""Alligator"" or ""Chisel"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Chisel",Chisel
315,Chisel,Knife,Turtle,tool,40.0,36,"Answer using only only word - ""Knife"" or ""Turtle"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Knife",Knife
316,Vacuum,Boa python,Caiman,tool,41.0,40,"Answer using only only word - ""Boa python"" or ""Caiman"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Boa python",Boa python
317,Screwdriver,Spanner,Vacuum,tool,43.0,42,"Answer using only only word - ""Spanner"" or ""Vacuum"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Spanner.",Spanner
318,Shovel,Anvil,Caiman,tool,40.0,38,"Answer using only only word - ""Anvil"" or ""Caiman"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Anvil",Anvil
319,Nail,Hammer,Snake,tool,39.0,35,"Answer using only only word - ""Hammer"" or ""Snake"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Hammer",Hammer
320,Lawn Mower,Oil can,Paint brush,tool,43.0,42,"Answer using only only word - ""Oil can"" or ""Paint brush"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Oil can.",Oil can
321,Saw,Anvil,Hammer,tool,38.0,36,"Answer using only only word - ""Anvil"" or ""Hammer"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Hammer",Hammer
322,Shovel,Saw,Vacuum,tool,39.0,39,"Answer using only only word - ""Saw"" or ""Vacuum"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Saw",Saw
323,Screwdriver,Knife,Snake,tool,42.0,37,"Answer using only only word - ""Knife"" or ""Snake"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Knife",Knife
324,Alligator,Grinding disk,Screwdriver,reptile,44.0,39,"Answer using only only word - ""Grinding disk"" or ""Screwdriver"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","

Grinding disk",Grinding disk
325,Hammer,Grinding disk,Spanner,tool,42.0,39,"Answer using only only word - ""Grinding disk"" or ""Spanner"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Spanner",Spanner
326,Shovel,Axe,Oil can,tool,39.0,38,"Answer using only only word - ""Axe"" or ""Oil can"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Axe",Axe
327,Cobra,Anvil,Spanner,reptile,39.0,40,"Answer using only only word - ""Anvil"" or ""Spanner"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Spanner",Spanner
328,Toad,Crocodile,Grinding disk,reptile,41.0,41,"Answer using only only word - ""Crocodile"" or ""Grinding disk"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Crocodile",Crocodile
329,Chisel,Hammer,Tortoise,tool,40.0,37,"Answer using only only word - ""Hammer"" or ""Tortoise"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Hammer",Hammer
330,Tortoise,Saw,Snake,reptile,40.0,37,"Answer using only only word - ""Saw"" or ""Snake"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Saw",Saw
331,Axe,Alligator,Gecko,tool,39.0,36,"Answer using only only word - ""Alligator"" or ""Gecko"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Alligator",Alligator
332,Hammer,Axe,Shovel,tool,39.0,37,"Answer using only only word - ""Axe"" or ""Shovel"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Axe",Axe
333,Shovel,Caiman,Grinding disk,tool,42.0,39,"Answer using only only word - ""Caiman"" or ""Grinding disk"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Caiman",Caiman
334,Anvil,Saw,Toad,tool,38.0,36,"Answer using only only word - ""Saw"" or ""Toad"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Saw",Saw
335,Screwdriver,Lawn Mower,Vacuum,tool,43.0,42,"Answer using only only word - ""Lawn Mower"" or ""Vacuum"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Vacuum",Vacuum
336,Anvil,Cobra,Toad,tool,39.0,38,"Answer using only only word - ""Cobra"" or ""Toad"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Cobra",Cobra
337,Lizard,Alligator,Crocodile,reptile,41.0,38,"Answer using only only word - ""Alligator"" or ""Crocodile"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Alligator",Alligator
338,Knife,Lawn Mower,Toad,tool,40.0,38,"Answer using only only word - ""Lawn Mower"" or ""Toad"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Toad",Toad
339,Hammer,Anvil,Knife,tool,39.0,36,"Answer using only only word - ""Anvil"" or ""Knife"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Anvil",Anvil
340,Snake,Blindworm,Vacuum,reptile,40.0,37,"Answer using only only word - ""Blindworm"" or ""Vacuum"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Blindworm",Blindworm
341,Spanner,Knife,Screwdriver,tool,41.0,40,"Answer using only only word - ""Knife"" or ""Screwdriver"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Screwdriver",Screwdriver
342,Chameleon,Saw,Snake,reptile,40.0,37,"Answer using only only word - ""Saw"" or ""Snake"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Saw",Saw
343,Hammer,Screwdriver,Toad,tool,41.0,38,"Answer using only only word - ""Screwdriver"" or ""Toad"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Screwdriver",Screwdriver
344,Salamander,Gecko,Hammer,reptile,42.0,38,"Answer using only only word - ""Gecko"" or ""Hammer"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Gecko",Gecko
345,Anvil,Boa python,Turtle,tool,40.0,38,"Answer using only only word - ""Boa python"" or ""Turtle"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Boa python",Boa python
346,Chameleon,Caiman,Spanner,reptile,42.0,39,"Answer using only only word - ""Caiman"" or ""Spanner"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Caiman",Caiman
347,Boa python,Knife,Turtle,reptile,42.0,38,"Answer using only only word - ""Knife"" or ""Turtle"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Knife",Knife
348,Saw,Gecko,Tortoise,tool,39.0,37,"Answer using only only word - ""Gecko"" or ""Tortoise"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Gecko",Gecko
349,Snake,Chisel,Oil can,reptile,40.0,34,"Answer using only only word - ""Chisel"" or ""Oil can"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Chisel",Chisel
350,Chameleon,Grinding disk,Lawn Mower,reptile,44.0,43,"Answer using only only word - ""Grinding disk"" or ""Lawn Mower"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Lawn Mower",Lawn Mower
351,Knife,Anvil,Hammer,tool,39.0,36,"Answer using only only word - ""Anvil"" or ""Hammer"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Hammer",Hammer
352,Shovel,Caiman,Chameleon,tool,41.0,39,"Answer using only only word - ""Caiman"" or ""Chameleon"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Caiman",Caiman
353,Nail,Hammer,Shovel,tool,39.0,37,"Answer using only only word - ""Hammer"" or ""Shovel"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Hammer",Hammer
354,Blindworm,Dinosaur,Screwdriver,reptile,43.0,39,"Answer using only only word - ""Dinosaur"" or ""Screwdriver"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Dinosaur",Dinosaur
355,Lizard,Alligator,Nail,reptile,40.0,36,"Answer using only only word - ""Alligator"" or ""Nail"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Alligator",Alligator
356,Knife,Alligator,Hammer,tool,40.0,36,"Answer using only only word - ""Alligator"" or ""Hammer"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Alligator",Alligator
357,Axe,Chisel,Salamander,tool,39.0,37,"Answer using only only word - ""Chisel"" or ""Salamander"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Chisel",Chisel
358,Nail,Screwdriver,Vacuum,tool,40.0,39,"Answer using only only word - ""Screwdriver"" or ""Vacuum"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Screwdriver",Screwdriver
359,Caiman,Paint brush,Shovel,reptile,41.0,39,"Answer using only only word - ""Paint brush"" or ""Shovel"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","

Paint brush",Paint brush
360,Oil can,Turtle,Vacuum,tool,40.0,37,"Answer using only only word - ""Turtle"" or ""Vacuum"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Turtle",Turtle
361,Turtle,Cobra,Salamander,reptile,41.0,39,"Answer using only only word - ""Cobra"" or ""Salamander"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Cobra",Cobra
362,Snake,Dinosaur,Shovel,reptile,40.0,35,"Answer using only only word - ""Dinosaur"" or ""Shovel"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Dinosaur",Dinosaur
363,Knife,Boa python,Gecko,tool,40.0,38,"Answer using only only word - ""Boa python"" or ""Gecko"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Boa python",Boa python
364,Nail,Anvil,Gecko,tool,38.0,36,"Answer using only only word - ""Anvil"" or ""Gecko"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Anvil",Anvil
365,Oil can,Blindworm,Knife,tool,41.0,37,"Answer using only only word - ""Blindworm"" or ""Knife"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Knife",Knife
366,Nail,Lizard,Turtle,tool,39.0,36,"Answer using only only word - ""Lizard"" or ""Turtle"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Lizard",Lizard
367,Oil can,Cobra,Lawn Mower,tool,41.0,40,"Answer using only only word - ""Cobra"" or ""Lawn Mower"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Cobra",Cobra
368,Salamander,Grinding disk,Spanner,reptile,44.0,41,"Answer using only only word - ""Grinding disk"" or ""Spanner"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Spanner",Spanner
369,Snake,Chameleon,Cobra,reptile,40.0,37,"Answer using only only word - ""Chameleon"" or ""Cobra"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Cobra",Cobra
370,Chisel,Oil can,Saw,tool,39.0,36,"Answer using only only word - ""Oil can"" or ""Saw"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Saw",Saw
371,Chisel,Alligator,Turtle,tool,41.0,36,"Answer using only only word - ""Alligator"" or ""Turtle"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Alligator",Alligator
372,Vacuum,Gecko,Knife,tool,39.0,38,"Answer using only only word - ""Gecko"" or ""Knife"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Gecko",Gecko
373,Hammer,Oil can,Toad,tool,40.0,37,"Answer using only only word - ""Oil can"" or ""Toad"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Oil can.",Oil can
374,Nail,Chisel,Snake,tool,39.0,35,"Answer using only only word - ""Chisel"" or ""Snake"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Chisel",Chisel
375,Lawn Mower,Grinding disk,Hammer,tool,44.0,42,"Answer using only only word - ""Grinding disk"" or ""Hammer"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Grinding disk",Grinding disk
376,Chameleon,Axe,Grinding disk,reptile,42.0,39,"Answer using only only word - ""Axe"" or ""Grinding disk"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Axe",Axe
377,Chisel,Dinosaur,Snake,tool,40.0,35,"Answer using only only word - ""Dinosaur"" or ""Snake"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Dinosaur",Dinosaur
378,Spanner,Dinosaur,Gecko,tool,41.0,38,"Answer using only only word - ""Dinosaur"" or ""Gecko"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Dinosaur",Dinosaur
379,Blindworm,Saw,Shovel,reptile,41.0,39,"Answer using only only word - ""Saw"" or ""Shovel"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Saw",Saw
380,Vacuum,Blindworm,Lawn Mower,tool,42.0,43,"Answer using only only word - ""Blindworm"" or ""Lawn Mower"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Lawn Mower",Lawn Mower
381,Vacuum,Caiman,Tortoise,tool,40.0,39,"Answer using only only word - ""Caiman"" or ""Tortoise"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Caiman",Caiman
382,Anvil,Hammer,Lawn Mower,tool,40.0,38,"Answer using only only word - ""Hammer"" or ""Lawn Mower"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Hammer",Hammer
383,Spanner,Lizard,Toad,tool,40.0,38,"Answer using only only word - ""Lizard"" or ""Toad"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Lizard",Lizard
384,Chisel,Hammer,Nail,tool,39.0,36,"Answer using only only word - ""Hammer"" or ""Nail"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Hammer",Hammer
385,Spanner,Oil can,Screwdriver,tool,42.0,40,"Answer using only only word - ""Oil can"" or ""Screwdriver"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Screwdriver",Screwdriver
386,Nail,Boa python,Screwdriver,tool,41.0,39,"Answer using only only word - ""Boa python"" or ""Screwdriver"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Screwdriver",Screwdriver
387,Lawn Mower,Axe,Saw,tool,40.0,40,"Answer using only only word - ""Axe"" or ""Saw"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Axe",Axe
388,Axe,Alligator,Chisel,tool,39.0,36,"Answer using only only word - ""Alligator"" or ""Chisel"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Chisel",Chisel
389,Chameleon,Hammer,Paint brush,reptile,43.0,39,"Answer using only only word - ""Hammer"" or ""Paint brush"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Hammer",Hammer
390,Axe,Anvil,Grinding disk,tool,40.0,37,"Answer using only only word - ""Anvil"" or ""Grinding disk"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Anvil",Anvil
391,Screwdriver,Crocodile,Shovel,tool,43.0,42,"Answer using only only word - ""Crocodile"" or ""Shovel"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Shovel",Shovel
392,Crocodile,Alligator,Caiman,reptile,42.0,40,"Answer using only only word - ""Alligator"" or ""Caiman"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","

Alligator",Alligator
393,Anvil,Turtle,Vacuum,tool,39.0,37,"Answer using only only word - ""Turtle"" or ""Vacuum"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Turtle",Turtle
394,Shovel,Chameleon,Oil can,tool,41.0,39,"Answer using only only word - ""Chameleon"" or ""Oil can"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Oil can",Oil can
395,Snake,Chameleon,Vacuum,reptile,40.0,37,"Answer using only only word - ""Chameleon"" or ""Vacuum"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Chameleon",Chameleon
396,Grinding disk,Crocodile,Nail,tool,44.0,42,"Answer using only only word - ""Crocodile"" or ""Nail"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Crocodile",Crocodile
397,Chisel,Anvil,Turtle,tool,40.0,36,"Answer using only only word - ""Anvil"" or ""Turtle"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Anvil",Anvil
398,Boa python,Alligator,Dinosaur,reptile,43.0,38,"Answer using only only word - ""Alligator"" or ""Dinosaur"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Alligator",Alligator
399,Snake,Anvil,Vacuum,reptile,39.0,35,"Answer using only only word - ""Anvil"" or ""Vacuum"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Anvil",Anvil
400,Vacuum,Alligator,Saw,tool,40.0,38,"Answer using only only word - ""Alligator"" or ""Saw"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Saw",Saw
