,Anchor,Concept1,Concept2,Category,estimated_tokens,real_tokens,prompt,gpt_response,gpt_choice
1035,Screwdriver,Blindworm,Caiman,tool,43,43,"Answer using only only word - ""Blindworm"" or ""Caiman"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Blindworm.",Blindworm
1128,Boa python,Blindworm,Screwdriver,reptile,44,44,"Answer using only only word - ""Blindworm"" or ""Screwdriver"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Blindworm",Blindworm
1133,Spanner,Blindworm,Lawn Mower,tool,42,45,"Answer using only only word - ""Blindworm"" or ""Lawn Mower"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Blindworm.",Blindworm
1225,Turtle,Blindworm,Grinding disk,reptile,42,42,"Answer using only only word - ""Blindworm"" or ""Grinding disk"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Blindworm",Blindworm
1227,Crocodile,Blindworm,Chisel,reptile,42,45,"Answer using only only word - ""Blindworm"" or ""Chisel"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","

Blindworm",Blindworm
1240,Dinosaur,Blindworm,Spanner,reptile,42,42,"Answer using only only word - ""Blindworm"" or ""Spanner"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Blindworm",Blindworm
1308,Spanner,Blindworm,Crocodile,tool,42,61,"Answer using only only word - ""Blindworm"" or ""Crocodile"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Blindworm",Blindworm
8,Cobra,Boa python,Turtle,reptile,40,43,"Answer using only only word - ""Boa python"" or ""Turtle"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Boa python",Boa python
63,Chameleon,Boa python,Toad,reptile,42,43,"Answer using only only word - ""Boa python"" or ""Toad"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Boa python.",Boa python
111,Alligator,Boa python,Chameleon,reptile,43,42,"Answer using only only word - ""Boa python"" or ""Chameleon"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","

Boa python",Boa python
119,Blindworm,Boa python,Lawn Mower,reptile,43,45,"Answer using only only word - ""Boa python"" or ""Lawn Mower"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Boa python",Boa python
130,Saw,Blindworm,Boa python,tool,40,42,"Answer using only only word - ""Blindworm"" or ""Boa python"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Boa python",Boa python
131,Snake,Boa python,Paint brush,reptile,42,40,"Answer using only only word - ""Boa python"" or ""Paint brush"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Boa python",Boa python
177,Chameleon,Blindworm,Boa python,reptile,43,44,"Answer using only only word - ""Blindworm"" or ""Boa python"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Boa python",Boa python
180,Vacuum,Boa python,Shovel,tool,41,44,"Answer using only only word - ""Boa python"" or ""Shovel"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Boa python",Boa python
210,Paint brush,Boa python,Caiman,tool,43,43,"Answer using only only word - ""Boa python"" or ""Caiman"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Boa python",Boa python
239,Spanner,Boa python,Tortoise,tool,42,44,"Answer using only only word - ""Boa python"" or ""Tortoise"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Boa python",Boa python
254,Dinosaur,Boa python,Grinding disk,reptile,44,42,"Answer using only only word - ""Boa python"" or ""Grinding disk"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Boa python",Boa python
276,Vacuum,Boa python,Turtle,tool,41,43,"Answer using only only word - ""Boa python"" or ""Turtle"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Boa python.",Boa python
317,Vacuum,Boa python,Caiman,tool,41,43,"Answer using only only word - ""Boa python"" or ""Caiman"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Boa python",Boa python
344,Anvil,Boa python,Turtle,tool,40,41,"Answer using only only word - ""Boa python"" or ""Turtle"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Boa python",Boa python
361,Knife,Boa python,Gecko,tool,40,41,"Answer using only only word - ""Boa python"" or ""Gecko"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Boa python",Boa python
483,Cobra,Boa python,Salamander,reptile,41,44,"Answer using only only word - ""Boa python"" or ""Salamander"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Boa python",Boa python
492,Vacuum,Boa python,Grinding disk,tool,43,44,"Answer using only only word - ""Boa python"" or ""Grinding disk"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Boa python.",Boa python
500,Anvil,Boa python,Tortoise,tool,41,42,"Answer using only only word - ""Boa python"" or ""Tortoise"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Boa python",Boa python
507,Alligator,Boa python,Hammer,reptile,42,41,"Answer using only only word - ""Boa python"" or ""Hammer"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","

Boa python",Boa python
516,Screwdriver,Boa python,Caiman,tool,43,43,"Answer using only only word - ""Boa python"" or ""Caiman"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Boa python.",Boa python
587,Paint brush,Boa python,Hammer,tool,43,43,"Answer using only only word - ""Boa python"" or ""Hammer"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Boa python",Boa python
596,Turtle,Boa python,Cobra,reptile,41,42,"Answer using only only word - ""Boa python"" or ""Cobra"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Boa python",Boa python
619,Knife,Boa python,Caiman,tool,40,41,"Answer using only only word - ""Boa python"" or ""Caiman"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Boa python",Boa python
635,Saw,Boa python,Screwdriver,tool,41,42,"Answer using only only word - ""Boa python"" or ""Screwdriver"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Boa python",Boa python
648,Paint brush,Boa python,Crocodile,tool,44,45,"Answer using only only word - ""Boa python"" or ""Crocodile"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Boa python",Boa python
668,Chameleon,Boa python,Shovel,reptile,42,44,"Answer using only only word - ""Boa python"" or ""Shovel"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Boa python",Boa python
767,Lizard,Boa python,Knife,reptile,41,41,"Answer using only only word - ""Boa python"" or ""Knife"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Boa python",Boa python
830,Screwdriver,Boa python,Grinding disk,tool,45,44,"Answer using only only word - ""Boa python"" or ""Grinding disk"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Boa python",Boa python
834,Hammer,Boa python,Crocodile,tool,42,43,"Answer using only only word - ""Boa python"" or ""Crocodile"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Boa python",Boa python
908,Salamander,Boa python,Gecko,reptile,43,43,"Answer using only only word - ""Boa python"" or ""Gecko"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Boa python",Boa python
982,Snake,Boa python,Lawn Mower,reptile,41,41,"Answer using only only word - ""Boa python"" or ""Lawn Mower"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Boa python",Boa python
986,Shovel,Boa python,Lawn Mower,tool,42,45,"Answer using only only word - ""Boa python"" or ""Lawn Mower"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Boa python",Boa python
1000,Dinosaur,Blindworm,Boa python,reptile,43,42,"Answer using only only word - ""Blindworm"" or ""Boa python"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Boa python",Boa python
1045,Knife,Boa python,Toad,tool,40,41,"Answer using only only word - ""Boa python"" or ""Toad"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Boa python.",Boa python
1066,Salamander,Boa python,Chisel,reptile,43,43,"Answer using only only word - ""Boa python"" or ""Chisel"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Boa python",Boa python
1067,Axe,Boa python,Tortoise,tool,40,42,"Answer using only only word - ""Boa python"" or ""Tortoise"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Boa python",Boa python
1069,Paint brush,Boa python,Screwdriver,tool,45,44,"Answer using only only word - ""Boa python"" or ""Screwdriver"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Boa python",Boa python
1117,Axe,Boa python,Gecko,tool,39,41,"Answer using only only word - ""Boa python"" or ""Gecko"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Boa python",Boa python
1144,Toad,Boa python,Oil can,reptile,40,41,"Answer using only only word - ""Boa python"" or ""Oil can"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Boa python",Boa python
1151,Vacuum,Boa python,Dinosaur,tool,41,43,"Answer using only only word - ""Boa python"" or ""Dinosaur"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Boa python",Boa python
1187,Spanner,Boa python,Gecko,tool,41,43,"Answer using only only word - ""Boa python"" or ""Gecko"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Boa python",Boa python
1224,Toad,Boa python,Chisel,reptile,40,41,"Answer using only only word - ""Boa python"" or ""Chisel"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Boa python",Boa python
1321,Turtle,Boa python,Dinosaur,reptile,41,41,"Answer using only only word - ""Boa python"" or ""Dinosaur"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Boa python",Boa python
1325,Crocodile,Boa python,Salamander,reptile,43,46,"Answer using only only word - ""Boa python"" or ""Salamander"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","

Boa python",Boa python
1355,Toad,Anvil,Boa python,reptile,40,41,"Answer using only only word - ""Anvil"" or ""Boa python"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Boa python",Boa python
1403,Lizard,Boa python,Oil can,reptile,41,41,"Answer using only only word - ""Boa python"" or ""Oil can"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Boa python",Boa python
1412,Vacuum,Boa python,Gecko,tool,41,43,"Answer using only only word - ""Boa python"" or ""Gecko"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Boa python",Boa python
1417,Caiman,Boa python,Lizard,reptile,41,41,"Answer using only only word - ""Boa python"" or ""Lizard"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","

Boa python",Boa python
1442,Shovel,Boa python,Chameleon,tool,42,44,"Answer using only only word - ""Boa python"" or ""Chameleon"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Boa python",Boa python
6,Anvil,Caiman,Tortoise,tool,40,41,"Answer using only only word - ""Caiman"" or ""Tortoise"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Caiman",Caiman
7,Shovel,Caiman,Crocodile,tool,41,44,"Answer using only only word - ""Caiman"" or ""Crocodile"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Caiman",Caiman
10,Toad,Caiman,Tortoise,reptile,39,41,"Answer using only only word - ""Caiman"" or ""Tortoise"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Caiman",Caiman
19,Snake,Caiman,Knife,reptile,39,38,"Answer using only only word - ""Caiman"" or ""Knife"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Caiman",Caiman
59,Toad,Caiman,Oil can,reptile,39,40,"Answer using only only word - ""Caiman"" or ""Oil can"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Caiman",Caiman
99,Paint brush,Caiman,Vacuum,tool,42,43,"Answer using only only word - ""Caiman"" or ""Vacuum"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Caiman",Caiman
118,Lizard,Caiman,Grinding disk,reptile,42,41,"Answer using only only word - ""Caiman"" or ""Grinding disk"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Caiman",Caiman
167,Oil can,Caiman,Chisel,tool,40,40,"Answer using only only word - ""Caiman"" or ""Chisel"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Caiman",Caiman
204,Boa python,Caiman,Chameleon,reptile,43,43,"Answer using only only word - ""Caiman"" or ""Chameleon"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Caiman",Caiman
216,Chisel,Caiman,Spanner,tool,40,41,"Answer using only only word - ""Caiman"" or ""Spanner"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","

Caiman",Caiman
242,Alligator,Caiman,Toad,reptile,41,40,"Answer using only only word - ""Caiman"" or ""Toad"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","

Caiman",Caiman
250,Toad,Caiman,Chameleon,reptile,40,41,"Answer using only only word - ""Caiman"" or ""Chameleon"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Caiman",Caiman
258,Spanner,Caiman,Vacuum,tool,40,43,"Answer using only only word - ""Caiman"" or ""Vacuum"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Caiman",Caiman
272,Lizard,Caiman,Cobra,reptile,40,41,"Answer using only only word - ""Caiman"" or ""Cobra"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Caiman",Caiman
335,Shovel,Caiman,Grinding disk,tool,42,43,"Answer using only only word - ""Caiman"" or ""Grinding disk"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Caiman",Caiman
345,Chameleon,Caiman,Spanner,reptile,42,43,"Answer using only only word - ""Caiman"" or ""Spanner"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Caiman",Caiman
356,Shovel,Caiman,Chameleon,tool,41,43,"Answer using only only word - ""Caiman"" or ""Chameleon"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","

Caiman",Caiman
388,Vacuum,Caiman,Tortoise,tool,40,43,"Answer using only only word - ""Caiman"" or ""Tortoise"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","

Caiman",Caiman
432,Boa python,Caiman,Toad,reptile,41,42,"Answer using only only word - ""Caiman"" or ""Toad"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Caiman",Caiman
454,Tortoise,Caiman,Chisel,reptile,41,42,"Answer using only only word - ""Caiman"" or ""Chisel"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Caiman",Caiman
463,Knife,Caiman,Lizard,tool,39,40,"Answer using only only word - ""Caiman"" or ""Lizard"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Caiman",Caiman
474,Anvil,Caiman,Chameleon,tool,40,41,"Answer using only only word - ""Caiman"" or ""Chameleon"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Caiman",Caiman
477,Toad,Caiman,Saw,reptile,38,40,"Answer using only only word - ""Caiman"" or ""Saw"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Caiman",Caiman
478,Nail,Caiman,Vacuum,tool,39,41,"Answer using only only word - ""Caiman"" or ""Vacuum"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Caiman",Caiman
534,Spanner,Caiman,Chameleon,tool,41,43,"Answer using only only word - ""Caiman"" or ""Chameleon"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?","

Caiman",Caiman
535,Oil can,Caiman,Turtle,tool,40,40,"Answer using only only word - ""Caiman"" or ""Turtle"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Caiman",Caiman
568,Axe,Caiman,Lawn Mower,tool,39,42,"Answer using only only word - ""Caiman"" or ""Lawn Mower"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Caiman",Caiman
577,Grinding disk,Caiman,Lawn Mower,tool,44,44,"Answer using only only word - ""Caiman"" or ""Lawn Mower"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Caiman",Caiman
612,Turtle,Caiman,Cobra,reptile,40,41,"Answer using only only word - ""Caiman"" or ""Cobra"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Caiman",Caiman
620,Toad,Caiman,Vacuum,reptile,39,41,"Answer using only only word - ""Caiman"" or ""Vacuum"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Caiman",Caiman
637,Blindworm,Caiman,Knife,reptile,41,42,"Answer using only only word - ""Caiman"" or ""Knife"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Caiman",Caiman
638,Lawn Mower,Caiman,Hammer,tool,42,44,"Answer using only only word - ""Caiman"" or ""Hammer"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Caiman",Caiman
654,Nail,Boa python,Caiman,tool,40,41,"Answer using only only word - ""Boa python"" or ""Caiman"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Caiman",Caiman
692,Oil can,Caiman,Cobra,tool,40,41,"Answer using only only word - ""Caiman"" or ""Cobra"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","

Caiman",Caiman
705,Turtle,Caiman,Chisel,reptile,40,40,"Answer using only only word - ""Caiman"" or ""Chisel"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Caiman",Caiman
726,Nail,Caiman,Grinding disk,tool,41,41,"Answer using only only word - ""Caiman"" or ""Grinding disk"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Caiman",Caiman
736,Alligator,Caiman,Lawn Mower,reptile,42,42,"Answer using only only word - ""Caiman"" or ""Lawn Mower"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","

Caiman",Caiman
791,Anvil,Caiman,Snake,tool,39,47,"Answer using only only word - ""Caiman"" or ""Snake"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Caiman",Caiman
800,Salamander,Caiman,Lawn Mower,reptile,43,44,"Answer using only only word - ""Caiman"" or ""Lawn Mower"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","

Caiman",Caiman
819,Dinosaur,Caiman,Chisel,reptile,41,40,"Answer using only only word - ""Caiman"" or ""Chisel"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Caiman",Caiman
833,Nail,Caiman,Dinosaur,tool,39,40,"Answer using only only word - ""Caiman"" or ""Dinosaur"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","

Caiman",Caiman
837,Axe,Caiman,Grinding disk,tool,40,41,"Answer using only only word - ""Caiman"" or ""Grinding disk"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Caiman",Caiman
871,Dinosaur,Caiman,Screwdriver,reptile,42,41,"Answer using only only word - ""Caiman"" or ""Screwdriver"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","

Caiman",Caiman
892,Crocodile,Caiman,Grinding disk,reptile,43,45,"Answer using only only word - ""Caiman"" or ""Grinding disk"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","

Caiman",Caiman
921,Turtle,Caiman,Toad,reptile,39,40,"Answer using only only word - ""Caiman"" or ""Toad"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Caiman",Caiman
970,Axe,Caiman,Snake,tool,38,39,"Answer using only only word - ""Caiman"" or ""Snake"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Caiman",Caiman
999,Toad,Caiman,Gecko,reptile,39,40,"Answer using only only word - ""Caiman"" or ""Gecko"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Caiman",Caiman
1005,Lizard,Caiman,Knife,reptile,40,40,"Answer using only only word - ""Caiman"" or ""Knife"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Caiman",Caiman
1009,Gecko,Anvil,Caiman,reptile,39,40,"Answer using only only word - ""Anvil"" or ""Caiman"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","

Caiman",Caiman
1094,Boa python,Caiman,Spanner,reptile,42,43,"Answer using only only word - ""Caiman"" or ""Spanner"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Caiman",Caiman
1096,Screwdriver,Alligator,Caiman,tool,43,42,"Answer using only only word - ""Alligator"" or ""Caiman"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","

Caiman",Caiman
1119,Paint brush,Caiman,Dinosaur,tool,43,42,"Answer using only only word - ""Caiman"" or ""Dinosaur"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Caiman",Caiman
1129,Chameleon,Anvil,Caiman,reptile,41,42,"Answer using only only word - ""Anvil"" or ""Caiman"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","

Caiman",Caiman
1139,Paint brush,Caiman,Screwdriver,tool,44,43,"Answer using only only word - ""Caiman"" or ""Screwdriver"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Caiman",Caiman
1159,Lizard,Caiman,Tortoise,reptile,40,41,"Answer using only only word - ""Caiman"" or ""Tortoise"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Caiman",Caiman
1164,Turtle,Caiman,Lawn Mower,reptile,41,42,"Answer using only only word - ""Caiman"" or ""Lawn Mower"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Caiman",Caiman
1186,Alligator,Blindworm,Caiman,reptile,42,41,"Answer using only only word - ""Blindworm"" or ""Caiman"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","

Caiman",Caiman
1254,Knife,Caiman,Grinding disk,tool,41,41,"Answer using only only word - ""Caiman"" or ""Grinding disk"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Caiman",Caiman
1283,Alligator,Caiman,Oil can,reptile,42,40,"Answer using only only word - ""Caiman"" or ""Oil can"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","

Caiman",Caiman
1299,Alligator,Caiman,Tortoise,reptile,42,41,"Answer using only only word - ""Caiman"" or ""Tortoise"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","

Caiman",Caiman
1362,Snake,Caiman,Chisel,reptile,39,38,"Answer using only only word - ""Caiman"" or ""Chisel"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Caiman",Caiman
1377,Turtle,Caiman,Vacuum,reptile,40,41,"Answer using only only word - ""Caiman"" or ""Vacuum"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Caiman",Caiman
1391,Axe,Alligator,Caiman,tool,39,40,"Answer using only only word - ""Alligator"" or ""Caiman"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","

Caiman",Caiman
1400,Tortoise,Caiman,Chameleon,reptile,42,43,"Answer using only only word - ""Caiman"" or ""Chameleon"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Caiman",Caiman
1423,Cobra,Caiman,Screwdriver,reptile,41,43,"Answer using only only word - ""Caiman"" or ""Screwdriver"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Caiman",Caiman
1433,Anvil,Caiman,Vacuum,tool,39,41,"Answer using only only word - ""Caiman"" or ""Vacuum"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Caiman",Caiman
26,Lawn Mower,Chameleon,Nail,tool,42,45,"Answer using only only word - ""Chameleon"" or ""Nail"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Chameleon",Chameleon
37,Caiman,Chameleon,Spanner,reptile,41,42,"Answer using only only word - ""Chameleon"" or ""Spanner"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","

Chameleon",Chameleon
193,Anvil,Chameleon,Dinosaur,tool,41,41,"Answer using only only word - ""Chameleon"" or ""Dinosaur"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Chameleon",Chameleon
222,Cobra,Chameleon,Dinosaur,reptile,41,43,"Answer using only only word - ""Chameleon"" or ""Dinosaur"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Chameleon",Chameleon
226,Cobra,Chameleon,Shovel,reptile,40,44,"Answer using only only word - ""Chameleon"" or ""Shovel"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

Chameleon",Chameleon
257,Gecko,Chameleon,Nail,reptile,40,41,"Answer using only only word - ""Chameleon"" or ""Nail"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","

Chameleon",Chameleon
303,Gecko,Chameleon,Knife,reptile,40,41,"Answer using only only word - ""Chameleon"" or ""Knife"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","

Chameleon",Chameleon
396,Snake,Chameleon,Vacuum,reptile,40,40,"Answer using only only word - ""Chameleon"" or ""Vacuum"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Chameleon",Chameleon
643,Anvil,Chameleon,Lawn Mower,tool,41,43,"Answer using only only word - ""Chameleon"" or ""Lawn Mower"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","

Chameleon",Chameleon
664,Lawn Mower,Chameleon,Toad,tool,42,45,"Answer using only only word - ""Chameleon"" or ""Toad"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","

Chameleon",Chameleon
697,Cobra,Chameleon,Gecko,reptile,40,43,"Answer using only only word - ""Chameleon"" or ""Gecko"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","

""Chameleon""",Chameleon
717,Lizard,Chameleon,Paint brush,reptile,42,42,"Answer using only only word - ""Chameleon"" or ""Paint brush"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Chameleon",Chameleon
743,Lizard,Chameleon,Toad,reptile,40,41,"Answer using only only word - ""Chameleon"" or ""Toad"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","

Chameleon",Chameleon
782,Saw,Chameleon,Vacuum,tool,39,42,"Answer using only only word - ""Chameleon"" or ""Vacuum"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Chameleon",Chameleon
794,Grinding disk,Chameleon,Saw,tool,43,43,"Answer using only only word - ""Chameleon"" or ""Saw"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","

Chameleon",Chameleon
808,Tortoise,Chameleon,Screwdriver,reptile,43,44,"Answer using only only word - ""Chameleon"" or ""Screwdriver"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","

Chameleon",Chameleon
816,Knife,Chameleon,Crocodile,tool,41,43,"Answer using only only word - ""Chameleon"" or ""Crocodile"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","

Chameleon",Chameleon
820,Toad,Chameleon,Dinosaur,reptile,40,41,"Answer using only only word - ""Chameleon"" or ""Dinosaur"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","

Chameleon",Chameleon
838,Boa python,Chameleon,Grinding disk,reptile,44,44,"Answer using only only word - ""Chameleon"" or ""Grinding disk"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?","

Chameleon",Chameleon
870,Blindworm,Chameleon,Oil can,reptile,42,43,"Answer using only only word - ""Chameleon"" or ""Oil can"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","

Chameleon",Chameleon
890,Paint brush,Chameleon,Spanner,tool,43,44,"Answer using only only word - ""Chameleon"" or ""Spanner"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","

Chameleon",Chameleon
907,Snake,Chameleon,Gecko,reptile,40,39,"Answer using only only word - ""Chameleon"" or ""Gecko"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","

Chameleon",Chameleon
977,Turtle,Chameleon,Oil can,reptile,41,41,"Answer using only only word - ""Chameleon"" or ""Oil can"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","

Chameleon",Chameleon
979,Saw,Chameleon,Oil can,tool,39,41,"Answer using only only word - ""Chameleon"" or ""Oil can"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","

Chameleon",Chameleon
992,Hammer,Chameleon,Turtle,tool,41,41,"Answer using only only word - ""Chameleon"" or ""Turtle"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","

Chameleon",Chameleon
